"S(-7,5)","S_NAG(-7,5)"
-0.14684 ,0.02107 
-0.16259 ,0.02107 
-0.04844 ,0.02107 
-0.15079 ,0.02107 
-0.15269 ,0.02108 
-0.07961 ,0.02109 
-0.06932 ,0.02109 
-0.15765 ,0.02109 
-0.14453 ,0.02109 
-0.07451 ,0.02110 
-0.13194 ,0.02110 
-0.15157 ,0.02110 
-0.14663 ,0.02111 
-0.12096 ,0.02111 
-0.06829 ,0.02112 
-0.08017 ,0.02112 
-0.09144 ,0.02113 
-0.09950 ,0.02113 
-0.07530 ,0.02114 
-0.06342 ,0.02115 
-0.07344 ,0.02115 
-0.17860 ,0.02115 
0.02313 ,0.02115 
-0.07985 ,0.02116 
-0.18543 ,0.02116 
0.03965 ,0.02116 
-0.14569 ,0.02117 
-0.12337 ,0.02118 
-0.06011 ,0.02118 
0.06785 ,0.02118 
-0.17714 ,0.02118 
-0.13414 ,0.02118 
-0.17557 ,0.02120 
-0.09279 ,0.02120 
0.01985 ,0.02120 
-0.17216 ,0.02121 
-0.15405 ,0.02122 
-0.07581 ,0.02122 
-0.07292 ,0.02123 
-0.06114 ,0.02123 
0.03824 ,0.02123 
-0.14792 ,0.02123 
-0.07197 ,0.02123 
-0.08841 ,0.02123 
-0.09820 ,0.02124 
-0.07839 ,0.02124 
-0.15099 ,0.02124 
-0.18814 ,0.02124 
-0.14148 ,0.02125 
0.05077 ,0.02125 
-0.17071 ,0.02125 
-0.13901 ,0.02126 
-0.07888 ,0.02126 
-0.14956 ,0.02127 
-0.15070 ,0.02127 
-0.18977 ,0.02127 
-0.04827 ,0.02128 
-0.15502 ,0.02128 
0.03289 ,0.02129 
-0.12153 ,0.02130 
0.03731 ,0.02130 
-0.03657 ,0.02130 
-0.15474 ,0.02130 
-0.08601 ,0.02131 
-0.06479 ,0.02131 
-0.09457 ,0.02131 
0.01036 ,0.02131 
-0.16428 ,0.02133 
-0.14549 ,0.02133 
0.03034 ,0.02133 
-0.13148 ,0.02134 
-0.07565 ,0.02134 
-0.10184 ,0.02135 
0.06476 ,0.02135 
0.03379 ,0.02136 
-0.11548 ,0.02136 
-0.15765 ,0.02137 
-0.05762 ,0.02138 
-0.08734 ,0.02138 
0.05715 ,0.02139 
-0.08771 ,0.02139 
-0.14569 ,0.02139 
-0.08059 ,0.02140 
-0.06104 ,0.02140 
-0.05184 ,0.02141 
-0.14401 ,0.02141 
0.05712 ,0.02141 
0.04247 ,0.02141 
-0.06392 ,0.02141 
-0.16478 ,0.02143 
0.03191 ,0.02143 
-0.08596 ,0.02143 
-0.07531 ,0.02144 
0.03501 ,0.02144 
-0.07666 ,0.02144 
-0.14399 ,0.02145 
-0.15020 ,0.02145 
-0.12851 ,0.02145 
-0.16114 ,0.02146 
-0.14624 ,0.02146 
-0.14992 ,0.02146 
-0.14470 ,0.02147 
-0.11126 ,0.02147 
-0.14295 ,0.02148 
-0.15465 ,0.02148 
-0.06418 ,0.02148 
-0.15212 ,0.02148 
-0.08720 ,0.02148 
-0.16404 ,0.02149 
-0.06881 ,0.02149 
-0.14112 ,0.02149 
0.03830 ,0.02149 
0.05601 ,0.02149 
0.04106 ,0.02149 
-0.11559 ,0.02150 
-0.15466 ,0.02150 
0.03149 ,0.02150 
-0.15986 ,0.02150 
-0.16639 ,0.02151 
-0.14634 ,0.02151 
-0.13648 ,0.02151 
0.03721 ,0.02152 
-0.06399 ,0.02153 
-0.06476 ,0.02153 
-0.08665 ,0.02154 
-0.13531 ,0.02154 
-0.13510 ,0.02154 
-0.11445 ,0.02154 
-0.07873 ,0.02154 
-0.15621 ,0.02154 
-0.14984 ,0.02155 
-0.08191 ,0.02155 
-0.17404 ,0.02155 
-0.03043 ,0.02155 
-0.18456 ,0.02156 
-0.16281 ,0.02157 
-0.07852 ,0.02157 
-0.14025 ,0.02157 
-0.15414 ,0.02157 
-0.13464 ,0.02158 
-0.07444 ,0.02159 
-0.09306 ,0.02160 
-0.08229 ,0.02160 
-0.16242 ,0.02160 
-0.15660 ,0.02160 
-0.17987 ,0.02160 
0.04018 ,0.02161 
0.03851 ,0.02162 
-0.08799 ,0.02162 
-0.16407 ,0.02162 
-0.07570 ,0.02163 
0.03752 ,0.02164 
-0.08735 ,0.02164 
0.02553 ,0.02164 
-0.16689 ,0.02165 
-0.06389 ,0.02165 
-0.15855 ,0.02165 
-0.06380 ,0.02165 
-0.14159 ,0.02166 
-0.13699 ,0.02166 
-0.05837 ,0.02166 
-0.15523 ,0.02167 
-0.15513 ,0.02167 
-0.15050 ,0.02167 
-0.14102 ,0.02168 
-0.03492 ,0.02168 
0.05019 ,0.02168 
-0.14964 ,0.02168 
-0.05891 ,0.02168 
-0.19217 ,0.02169 
-0.15851 ,0.02169 
-0.10483 ,0.02170 
0.03087 ,0.02170 
0.03316 ,0.02170 
-0.14352 ,0.02170 
-0.08059 ,0.02171 
-0.14636 ,0.02171 
0.07231 ,0.02172 
-0.18449 ,0.02172 
-0.09371 ,0.02172 
-0.05255 ,0.02173 
-0.05153 ,0.02173 
-0.07431 ,0.02174 
0.02448 ,0.02175 
-0.06257 ,0.02175 
0.06558 ,0.02175 
-0.17351 ,0.02175 
-0.16886 ,0.02176 
0.02881 ,0.02177 
-0.05320 ,0.02177 
-0.16345 ,0.02177 
-0.07901 ,0.02177 
-0.11866 ,0.02177 
0.06635 ,0.02178 
-0.07754 ,0.02178 
-0.12446 ,0.02178 
0.02475 ,0.02179 
-0.16181 ,0.02179 
-0.13571 ,0.02179 
-0.16690 ,0.02180 
-0.14701 ,0.02181 
0.03586 ,0.02181 
-0.16634 ,0.02181 
-0.07300 ,0.02182 
-0.14119 ,0.02182 
0.02498 ,0.02183 
-0.05666 ,0.02184 
0.04509 ,0.02184 
-0.07415 ,0.02184 
-0.08888 ,0.02184 
-0.07412 ,0.02184 
0.01303 ,0.02184 
-0.16008 ,0.02184 
-0.14223 ,0.02184 
-0.15547 ,0.02185 
-0.08252 ,0.02185 
-0.15758 ,0.02185 
-0.06996 ,0.02185 
-0.16128 ,0.02185 
-0.07629 ,0.02186 
0.07153 ,0.02186 
-0.13443 ,0.02187 
0.03559 ,0.02187 
-0.16060 ,0.02187 
-0.15840 ,0.02187 
0.05024 ,0.02188 
0.05320 ,0.02188 
-0.03575 ,0.02188 
-0.16813 ,0.02188 
-0.14768 ,0.02188 
-0.09033 ,0.02189 
0.02218 ,0.02189 
0.05689 ,0.02190 
-0.15710 ,0.02190 
-0.13934 ,0.02190 
0.02651 ,0.02191 
-0.18037 ,0.02191 
-0.13802 ,0.02191 
0.01403 ,0.02192 
0.03024 ,0.02192 
-0.17196 ,0.02193 
-0.17397 ,0.02193 
-0.06179 ,0.02194 
-0.08066 ,0.02194 
-0.13164 ,0.02194 
-0.15152 ,0.02194 
-0.15020 ,0.02194 
0.02610 ,0.02194 
-0.14583 ,0.02195 
0.03016 ,0.02195 
-0.08760 ,0.02196 
-0.08570 ,0.02197 
-0.15849 ,0.02197 
0.05119 ,0.02197 
0.05621 ,0.02199 
-0.15908 ,0.02199 
-0.14593 ,0.02199 
-0.16310 ,0.02200 
-0.15759 ,0.02200 
-0.14615 ,0.02200 
-0.08570 ,0.02201 
-0.08263 ,0.02201 
-0.09648 ,0.02201 
-0.07585 ,0.02201 
-0.07078 ,0.02201 
-0.13968 ,0.02202 
-0.13219 ,0.02202 
-0.06290 ,0.02202 
0.02816 ,0.02203 
-0.08407 ,0.02203 
-0.07679 ,0.02203 
-0.17268 ,0.02203 
-0.15389 ,0.02204 
-0.14671 ,0.02204 
-0.04404 ,0.02204 
-0.16236 ,0.02204 
-0.16859 ,0.02204 
-0.07148 ,0.02205 
0.06926 ,0.02205 
-0.14038 ,0.02205 
-0.06040 ,0.02206 
-0.18175 ,0.02206 
-0.07717 ,0.02207 
0.07004 ,0.02208 
-0.13921 ,0.02209 
-0.17498 ,0.02209 
-0.13683 ,0.02209 
-0.15487 ,0.02210 
-0.13428 ,0.02210 
-0.07521 ,0.02211 
-0.12637 ,0.02211 
-0.07164 ,0.02211 
-0.14677 ,0.02211 
-0.15405 ,0.02212 
-0.15580 ,0.02213 
-0.16909 ,0.02214 
-0.08074 ,0.02214 
-0.15290 ,0.02214 
-0.12419 ,0.02214 
0.05091 ,0.02214 
-0.08555 ,0.02216 
-0.16183 ,0.02216 
-0.05298 ,0.02216 
0.02819 ,0.02217 
-0.15710 ,0.02217 
-0.15254 ,0.02217 
-0.15114 ,0.02218 
-0.17573 ,0.02218 
-0.15366 ,0.02219 
0.05285 ,0.02220 
-0.14766 ,0.02220 
-0.16341 ,0.02221 
-0.13037 ,0.02221 
-0.18726 ,0.02221 
-0.14109 ,0.02221 
-0.09283 ,0.02224 
-0.00760 ,0.02224 
-0.16130 ,0.02224 
-0.06118 ,0.02225 
-0.08473 ,0.02225 
-0.17479 ,0.02225 
-0.05862 ,0.02225 
-0.04902 ,0.02226 
-0.13412 ,0.02226 
-0.14482 ,0.02226 
0.05487 ,0.02227 
-0.07861 ,0.02227 
-0.16057 ,0.02228 
-0.15259 ,0.02228 
-0.08597 ,0.02228 
-0.12778 ,0.02228 
-0.08735 ,0.02229 
-0.10915 ,0.02229 
-0.14059 ,0.02230 
0.04666 ,0.02230 
0.02741 ,0.02231 
-0.16524 ,0.02232 
-0.11348 ,0.02232 
-0.07828 ,0.02233 
-0.16227 ,0.02233 
-0.06749 ,0.02234 
0.02418 ,0.02234 
-0.06701 ,0.02234 
-0.08095 ,0.02234 
-0.17325 ,0.02234 
-0.13920 ,0.02235 
-0.11554 ,0.02235 
-0.03217 ,0.02235 
-0.04485 ,0.02236 
-0.04571 ,0.02236 
-0.06755 ,0.02236 
0.04242 ,0.02236 
-0.13743 ,0.02236 
-0.07508 ,0.02236 
-0.07306 ,0.02237 
0.02847 ,0.02237 
0.05581 ,0.02237 
-0.13207 ,0.02237 
-0.06983 ,0.02237 
-0.06764 ,0.02237 
-0.13898 ,0.02237 
-0.14082 ,0.02237 
-0.15008 ,0.02237 
-0.06376 ,0.02238 
-0.15274 ,0.02238 
-0.08336 ,0.02239 
-0.15670 ,0.02239 
-0.13300 ,0.02239 
-0.15058 ,0.02239 
-0.16600 ,0.02239 
-0.10556 ,0.02240 
-0.16872 ,0.02240 
-0.16133 ,0.02240 
-0.16677 ,0.02240 
-0.16344 ,0.02240 
0.02312 ,0.02242 
-0.14773 ,0.02242 
0.03421 ,0.02242 
-0.08037 ,0.02243 
-0.06453 ,0.02243 
-0.14380 ,0.02243 
-0.08833 ,0.02244 
0.03707 ,0.02244 
-0.07020 ,0.02244 
-0.11578 ,0.02245 
0.02233 ,0.02245 
-0.03818 ,0.02245 
-0.12665 ,0.02246 
-0.14301 ,0.02246 
-0.16918 ,0.02246 
-0.09564 ,0.02247 
-0.16033 ,0.02247 
-0.05562 ,0.02247 
-0.01325 ,0.02248 
-0.08487 ,0.02248 
-0.07430 ,0.02249 
-0.12850 ,0.02249 
-0.05833 ,0.02249 
-0.14489 ,0.02250 
-0.14787 ,0.02250 
-0.16201 ,0.02250 
-0.14792 ,0.02250 
-0.05425 ,0.02250 
-0.06953 ,0.02250 
-0.14754 ,0.02250 
-0.14680 ,0.02250 
-0.10875 ,0.02251 
-0.08061 ,0.02251 
-0.07257 ,0.02252 
0.04513 ,0.02252 
-0.07531 ,0.02252 
-0.13245 ,0.02252 
-0.13649 ,0.02252 
-0.15069 ,0.02252 
-0.15343 ,0.02252 
0.02122 ,0.02252 
-0.14240 ,0.02253 
0.04386 ,0.02253 
-0.14859 ,0.02254 
-0.11547 ,0.02254 
0.03972 ,0.02254 
0.06906 ,0.02255 
-0.16807 ,0.02256 
-0.04646 ,0.02257 
-0.16026 ,0.02257 
-0.06625 ,0.02258 
-0.07303 ,0.02258 
-0.13954 ,0.02258 
-0.07884 ,0.02259 
-0.13039 ,0.02259 
-0.15438 ,0.02260 
-0.07893 ,0.02260 
-0.08855 ,0.02260 
0.05486 ,0.02262 
-0.05524 ,0.02262 
-0.09467 ,0.02262 
-0.08474 ,0.02263 
-0.17421 ,0.02264 
0.05729 ,0.02264 
-0.15516 ,0.02265 
-0.15377 ,0.02265 
-0.08830 ,0.02265 
-0.12975 ,0.02265 
-0.14558 ,0.02265 
-0.07887 ,0.02265 
-0.05960 ,0.02265 
-0.15908 ,0.02266 
-0.07163 ,0.02266 
-0.15408 ,0.02267 
-0.09366 ,0.02267 
-0.08541 ,0.02267 
-0.12987 ,0.02267 
0.06584 ,0.02268 
-0.09970 ,0.02268 
-0.14552 ,0.02268 
-0.06976 ,0.02268 
0.03742 ,0.02268 
-0.17031 ,0.02268 
-0.13201 ,0.02268 
-0.15916 ,0.02269 
-0.17708 ,0.02270 
0.05458 ,0.02270 
-0.15652 ,0.02270 
-0.15109 ,0.02270 
-0.06665 ,0.02270 
-0.06276 ,0.02271 
-0.12005 ,0.02271 
-0.04319 ,0.02272 
-0.16081 ,0.02272 
0.05194 ,0.02272 
-0.14878 ,0.02272 
-0.03937 ,0.02273 
-0.16713 ,0.02273 
0.07148 ,0.02273 
-0.13324 ,0.02273 
-0.12549 ,0.02273 
-0.15538 ,0.02273 
-0.16338 ,0.02274 
-0.03139 ,0.02274 
-0.15937 ,0.02274 
-0.04641 ,0.02274 
-0.08527 ,0.02275 
-0.15322 ,0.02275 
-0.13053 ,0.02275 
-0.07951 ,0.02275 
-0.04987 ,0.02276 
-0.13216 ,0.02277 
-0.15123 ,0.02277 
0.05764 ,0.02279 
-0.08689 ,0.02279 
-0.14420 ,0.02279 
-0.10339 ,0.02279 
-0.15045 ,0.02279 
-0.14634 ,0.02280 
-0.08786 ,0.02280 
-0.08728 ,0.02281 
-0.14511 ,0.02281 
-0.07656 ,0.02281 
-0.07016 ,0.02281 
-0.13378 ,0.02282 
0.06575 ,0.02282 
0.02989 ,0.02282 
-0.16356 ,0.02282 
-0.13257 ,0.02282 
-0.08848 ,0.02282 
-0.05744 ,0.02282 
-0.07540 ,0.02283 
-0.04357 ,0.02283 
-0.14715 ,0.02284 
-0.07361 ,0.02284 
0.05903 ,0.02284 
-0.06475 ,0.02284 
-0.16638 ,0.02285 
-0.13831 ,0.02285 
-0.05596 ,0.02285 
-0.14488 ,0.02286 
-0.12758 ,0.02286 
-0.12887 ,0.02286 
-0.12637 ,0.02287 
-0.06089 ,0.02287 
-0.10968 ,0.02287 
-0.06125 ,0.02288 
-0.16296 ,0.02288 
-0.04794 ,0.02288 
-0.15335 ,0.02288 
-0.15903 ,0.02288 
-0.08024 ,0.02289 
-0.14419 ,0.02290 
0.03932 ,0.02291 
-0.04315 ,0.02291 
-0.17292 ,0.02291 
0.03721 ,0.02291 
-0.14583 ,0.02291 
-0.14211 ,0.02291 
-0.11892 ,0.02292 
-0.16415 ,0.02292 
-0.07108 ,0.02293 
-0.11438 ,0.02293 
0.06876 ,0.02293 
-0.08819 ,0.02293 
0.06097 ,0.02293 
-0.08509 ,0.02293 
0.01521 ,0.02293 
0.06235 ,0.02294 
-0.08955 ,0.02294 
-0.07244 ,0.02295 
-0.13629 ,0.02295 
0.02758 ,0.02295 
-0.13350 ,0.02296 
-0.12960 ,0.02296 
-0.15264 ,0.02296 
-0.05660 ,0.02296 
-0.16765 ,0.02297 
-0.10670 ,0.02297 
-0.06271 ,0.02297 
-0.06878 ,0.02297 
-0.10881 ,0.02297 
0.04416 ,0.02298 
-0.15390 ,0.02298 
-0.11572 ,0.02298 
-0.07373 ,0.02298 
0.05825 ,0.02299 
-0.07130 ,0.02299 
-0.07949 ,0.02299 
-0.15883 ,0.02299 
-0.17230 ,0.02299 
-0.14040 ,0.02299 
-0.09039 ,0.02300 
-0.07795 ,0.02300 
0.05562 ,0.02301 
-0.07312 ,0.02301 
-0.13068 ,0.02301 
0.07801 ,0.02302 
-0.13677 ,0.02302 
-0.08464 ,0.02302 
-0.14612 ,0.02302 
-0.15291 ,0.02302 
-0.07354 ,0.02302 
0.03282 ,0.02303 
0.04064 ,0.02303 
-0.08180 ,0.02303 
-0.04410 ,0.02304 
-0.14475 ,0.02304 
-0.09552 ,0.02305 
-0.10481 ,0.02306 
0.04881 ,0.02307 
0.20889 ,0.02307 
-0.14273 ,0.02308 
-0.07975 ,0.02308 
0.05453 ,0.02308 
-0.11234 ,0.02308 
-0.15837 ,0.02308 
-0.09230 ,0.02309 
0.03550 ,0.02309 
0.06570 ,0.02309 
-0.17881 ,0.02309 
-0.17868 ,0.02310 
-0.15925 ,0.02311 
-0.07104 ,0.02311 
0.05530 ,0.02311 
-0.17241 ,0.02312 
-0.10807 ,0.02312 
-0.17035 ,0.02312 
-0.13673 ,0.02312 
0.02525 ,0.02313 
0.03650 ,0.02313 
-0.15372 ,0.02314 
-0.07143 ,0.02314 
0.02617 ,0.02314 
-0.13793 ,0.02315 
-0.13764 ,0.02315 
-0.15068 ,0.02315 
-0.11115 ,0.02315 
-0.08409 ,0.02316 
-0.15394 ,0.02316 
-0.13801 ,0.02317 
-0.15440 ,0.02317 
-0.07323 ,0.02317 
-0.07434 ,0.02317 
-0.07479 ,0.02318 
-0.07790 ,0.02318 
-0.05497 ,0.02318 
-0.06054 ,0.02318 
-0.16864 ,0.02318 
-0.01349 ,0.02318 
-0.12945 ,0.02318 
-0.14660 ,0.02318 
-0.09771 ,0.02319 
-0.13309 ,0.02319 
-0.12325 ,0.02319 
-0.14645 ,0.02319 
0.04624 ,0.02320 
-0.14913 ,0.02321 
-0.02727 ,0.02321 
0.03320 ,0.02322 
0.01849 ,0.02322 
-0.13814 ,0.02322 
-0.15989 ,0.02322 
-0.14333 ,0.02323 
-0.16378 ,0.02323 
-0.03920 ,0.02324 
-0.06391 ,0.02324 
-0.15020 ,0.02324 
0.04573 ,0.02325 
-0.12339 ,0.02325 
-0.08573 ,0.02326 
-0.07206 ,0.02326 
0.04896 ,0.02326 
-0.15369 ,0.02326 
-0.18216 ,0.02326 
-0.11749 ,0.02326 
-0.14234 ,0.02326 
-0.14861 ,0.02327 
-0.15304 ,0.02327 
0.04651 ,0.02327 
-0.04713 ,0.02328 
-0.08853 ,0.02328 
0.04089 ,0.02328 
-0.09384 ,0.02328 
-0.17387 ,0.02328 
-0.11970 ,0.02328 
-0.05768 ,0.02328 
-0.14484 ,0.02328 
-0.08303 ,0.02328 
-0.06895 ,0.02329 
-0.13883 ,0.02329 
0.04014 ,0.02329 
-0.13539 ,0.02330 
-0.06999 ,0.02330 
0.03659 ,0.02330 
-0.06715 ,0.02331 
-0.07850 ,0.02331 
-0.15180 ,0.02331 
-0.07823 ,0.02331 
-0.17780 ,0.02331 
-0.13436 ,0.02332 
-0.16854 ,0.02332 
-0.10778 ,0.02332 
-0.11947 ,0.02332 
-0.17455 ,0.02334 
-0.13735 ,0.02334 
-0.16579 ,0.02334 
-0.14047 ,0.02334 
-0.15118 ,0.02335 
-0.07479 ,0.02335 
0.03124 ,0.02335 
-0.06256 ,0.02336 
-0.07619 ,0.02336 
-0.11020 ,0.02336 
-0.14497 ,0.02336 
-0.15876 ,0.02336 
-0.13948 ,0.02336 
-0.05274 ,0.02337 
-0.13576 ,0.02337 
-0.06979 ,0.02337 
-0.13946 ,0.02337 
0.01263 ,0.02338 
-0.15520 ,0.02338 
-0.14785 ,0.02338 
0.03134 ,0.02339 
-0.10234 ,0.02339 
-0.13042 ,0.02339 
-0.05682 ,0.02340 
-0.14852 ,0.02340 
-0.10189 ,0.02340 
0.03566 ,0.02341 
-0.14421 ,0.02341 
-0.14214 ,0.02341 
-0.06026 ,0.02341 
-0.09110 ,0.02341 
-0.07273 ,0.02342 
-0.10648 ,0.02342 
-0.13832 ,0.02342 
-0.16621 ,0.02342 
-0.10023 ,0.02343 
-0.16245 ,0.02343 
-0.08524 ,0.02343 
0.06502 ,0.02343 
-0.11316 ,0.02343 
-0.15560 ,0.02343 
-0.17005 ,0.02344 
-0.16046 ,0.02344 
-0.14404 ,0.02344 
-0.14544 ,0.02344 
0.00926 ,0.02344 
-0.12888 ,0.02345 
-0.07465 ,0.02345 
-0.16017 ,0.02345 
0.03134 ,0.02346 
-0.04249 ,0.02346 
-0.14253 ,0.02346 
-0.06325 ,0.02347 
-0.07978 ,0.02347 
-0.08721 ,0.02348 
-0.15155 ,0.02348 
-0.14159 ,0.02348 
-0.09268 ,0.02348 
-0.14987 ,0.02348 
-0.04088 ,0.02349 
0.04481 ,0.02349 
-0.15358 ,0.02349 
0.04835 ,0.02350 
-0.15569 ,0.02351 
-0.06970 ,0.02351 
-0.06957 ,0.02351 
-0.10004 ,0.02351 
-0.04629 ,0.02352 
-0.14785 ,0.02353 
-0.10255 ,0.02353 
-0.15280 ,0.02353 
0.06740 ,0.02353 
-0.03815 ,0.02353 
-0.15210 ,0.02354 
-0.14602 ,0.02354 
-0.12719 ,0.02355 
-0.08433 ,0.02355 
-0.14973 ,0.02355 
-0.04162 ,0.02355 
-0.05385 ,0.02355 
-0.06369 ,0.02356 
-0.10417 ,0.02356 
-0.12567 ,0.02356 
-0.13446 ,0.02357 
0.04300 ,0.02357 
-0.16572 ,0.02358 
-0.14157 ,0.02358 
-0.06353 ,0.02358 
-0.14111 ,0.02358 
-0.08250 ,0.02358 
-0.08618 ,0.02359 
0.02483 ,0.02359 
-0.08672 ,0.02359 
-0.08675 ,0.02360 
-0.16477 ,0.02360 
-0.02595 ,0.02360 
-0.02953 ,0.02360 
-0.10927 ,0.02361 
-0.06647 ,0.02361 
-0.17496 ,0.02361 
0.00517 ,0.02362 
-0.13227 ,0.02362 
-0.07120 ,0.02362 
-0.15999 ,0.02364 
-0.15232 ,0.02365 
-0.18115 ,0.02365 
-0.14533 ,0.02366 
-0.15754 ,0.02366 
-0.14098 ,0.02366 
-0.13020 ,0.02366 
-0.13529 ,0.02367 
0.07091 ,0.02367 
-0.14422 ,0.02367 
-0.06157 ,0.02367 
-0.17110 ,0.02368 
-0.09275 ,0.02368 
-0.11548 ,0.02368 
-0.04904 ,0.02368 
-0.03272 ,0.02369 
-0.11390 ,0.02369 
-0.12399 ,0.02371 
-0.15463 ,0.02371 
-0.07197 ,0.02371 
-0.12583 ,0.02371 
-0.07898 ,0.02371 
0.04680 ,0.02371 
-0.05185 ,0.02371 
-0.09457 ,0.02371 
-0.00321 ,0.02371 
-0.14570 ,0.02371 
-0.07334 ,0.02372 
-0.17281 ,0.02372 
-0.09094 ,0.02372 
-0.14244 ,0.02372 
-0.14455 ,0.02372 
-0.10211 ,0.02373 
0.04758 ,0.02374 
-0.17175 ,0.02374 
-0.05161 ,0.02374 
-0.05551 ,0.02374 
-0.05541 ,0.02375 
-0.14317 ,0.02375 
0.18449 ,0.02376 
-0.06812 ,0.02376 
-0.07800 ,0.02376 
-0.14321 ,0.02376 
-0.06376 ,0.02377 
-0.07486 ,0.02377 
-0.06341 ,0.02377 
-0.08997 ,0.02377 
-0.14133 ,0.02378 
-0.08556 ,0.02378 
-0.16152 ,0.02378 
-0.14820 ,0.02378 
-0.13644 ,0.02379 
-0.12212 ,0.02379 
-0.14409 ,0.02379 
-0.12990 ,0.02379 
-0.09264 ,0.02379 
-0.10856 ,0.02380 
-0.06138 ,0.02381 
-0.05889 ,0.02381 
-0.06104 ,0.02381 
-0.06185 ,0.02381 
-0.07038 ,0.02381 
-0.06606 ,0.02381 
0.01706 ,0.02382 
-0.10690 ,0.02382 
-0.16098 ,0.02382 
0.02916 ,0.02382 
-0.05973 ,0.02383 
-0.06813 ,0.02383 
-0.06469 ,0.02384 
-0.08018 ,0.02384 
-0.11959 ,0.02384 
-0.14753 ,0.02384 
-0.07308 ,0.02384 
-0.10439 ,0.02385 
-0.15075 ,0.02385 
0.00586 ,0.02385 
0.02333 ,0.02385 
-0.15787 ,0.02385 
-0.09934 ,0.02385 
-0.03186 ,0.02385 
-0.15320 ,0.02385 
-0.14241 ,0.02386 
-0.10198 ,0.02386 
-0.06204 ,0.02386 
-0.15496 ,0.02386 
-0.07799 ,0.02386 
-0.15197 ,0.02386 
-0.15125 ,0.02387 
-0.05981 ,0.02387 
-0.13490 ,0.02387 
0.03535 ,0.02388 
-0.07814 ,0.02388 
-0.07269 ,0.02388 
-0.05250 ,0.02389 
-0.05696 ,0.02389 
-0.17574 ,0.02389 
-0.06312 ,0.02390 
-0.07881 ,0.02390 
-0.10935 ,0.02391 
-0.07807 ,0.02391 
0.03793 ,0.02391 
-0.17291 ,0.02391 
-0.08250 ,0.02392 
-0.15281 ,0.02392 
-0.16559 ,0.02392 
0.03242 ,0.02392 
-0.12861 ,0.02392 
-0.04826 ,0.02392 
-0.07831 ,0.02392 
-0.06242 ,0.02392 
-0.07962 ,0.02393 
0.03000 ,0.02393 
-0.15966 ,0.02393 
0.04933 ,0.02393 
-0.06156 ,0.02393 
-0.06586 ,0.02393 
-0.11078 ,0.02394 
-0.07053 ,0.02394 
-0.15084 ,0.02394 
-0.05501 ,0.02394 
-0.07658 ,0.02394 
-0.05401 ,0.02394 
-0.14276 ,0.02395 
-0.04656 ,0.02395 
-0.09194 ,0.02395 
-0.03972 ,0.02395 
-0.09830 ,0.02396 
-0.13733 ,0.02396 
-0.13944 ,0.02396 
-0.07904 ,0.02397 
-0.17142 ,0.02397 
-0.15195 ,0.02397 
-0.07319 ,0.02397 
-0.02875 ,0.02397 
-0.06164 ,0.02397 
-0.13447 ,0.02397 
-0.13803 ,0.02397 
-0.12034 ,0.02399 
-0.14829 ,0.02399 
-0.07141 ,0.02399 
-0.06226 ,0.02399 
-0.14546 ,0.02400 
-0.09692 ,0.02400 
-0.01622 ,0.02400 
-0.16199 ,0.02400 
0.02068 ,0.02401 
-0.10461 ,0.02401 
-0.13706 ,0.02401 
-0.08601 ,0.02401 
-0.15203 ,0.02402 
-0.05238 ,0.02402 
-0.14143 ,0.02402 
-0.16493 ,0.02402 
0.05872 ,0.02403 
-0.08063 ,0.02403 
-0.09327 ,0.02403 
0.01454 ,0.02404 
-0.16743 ,0.02404 
-0.07794 ,0.02404 
-0.07737 ,0.02404 
0.06420 ,0.02404 
-0.07028 ,0.02405 
-0.13672 ,0.02405 
-0.17284 ,0.02405 
-0.14743 ,0.02406 
-0.07933 ,0.02406 
-0.10251 ,0.02406 
0.06683 ,0.02406 
-0.08848 ,0.02406 
-0.01906 ,0.02406 
-0.06519 ,0.02406 
-0.13178 ,0.02407 
-0.08101 ,0.02407 
-0.07731 ,0.02407 
0.01932 ,0.02407 
-0.15634 ,0.02409 
-0.15588 ,0.02409 
-0.15515 ,0.02409 
0.04403 ,0.02409 
-0.17452 ,0.02409 
-0.10453 ,0.02410 
-0.14986 ,0.02410 
-0.12170 ,0.02410 
-0.03873 ,0.02411 
-0.07131 ,0.02411 
-0.05191 ,0.02411 
0.03223 ,0.02411 
-0.16653 ,0.02411 
-0.08936 ,0.02411 
-0.14728 ,0.02412 
-0.15659 ,0.02412 
0.07986 ,0.02412 
-0.09129 ,0.02412 
-0.10613 ,0.02412 
-0.07131 ,0.02413 
-0.06939 ,0.02413 
-0.03041 ,0.02413 
-0.06466 ,0.02413 
0.04657 ,0.02414 
-0.19452 ,0.02414 
-0.08065 ,0.02414 
-0.09631 ,0.02414 
-0.07266 ,0.02414 
-0.11549 ,0.02414 
-0.13662 ,0.02415 
-0.06710 ,0.02415 
-0.15255 ,0.02415 
-0.08707 ,0.02415 
-0.07344 ,0.02415 
-0.09128 ,0.02415 
-0.15058 ,0.02415 
-0.14361 ,0.02415 
-0.15137 ,0.02416 
-0.18059 ,0.02416 
-0.08668 ,0.02416 
-0.06405 ,0.02416 
-0.04366 ,0.02416 
0.06984 ,0.02417 
-0.14596 ,0.02417 
-0.08100 ,0.02417 
-0.14269 ,0.02418 
-0.15186 ,0.02418 
-0.04887 ,0.02419 
-0.02384 ,0.02419 
-0.16871 ,0.02419 
-0.05086 ,0.02419 
