"S(-7,5)","S_NAG(-7,5)"
-0.11355 ,0.02486 
-0.09431 ,0.02487 
0.03846 ,0.02487 
-0.06651 ,0.02487 
-0.00387 ,0.02487 
-0.08372 ,0.02487 
-0.09321 ,0.02487 
-0.05897 ,0.02488 
-0.06140 ,0.02488 
-0.16168 ,0.02488 
-0.14870 ,0.02488 
-0.09900 ,0.02488 
-0.06737 ,0.02488 
-0.16567 ,0.02488 
-0.09811 ,0.02489 
0.06412 ,0.02489 
0.02544 ,0.02489 
-0.16907 ,0.02489 
-0.14490 ,0.02489 
-0.09267 ,0.02489 
-0.07347 ,0.02489 
0.03509 ,0.02489 
-0.05200 ,0.02489 
-0.14410 ,0.02489 
0.02947 ,0.02490 
-0.11509 ,0.02490 
-0.13921 ,0.02491 
-0.14937 ,0.02491 
-0.16499 ,0.02492 
-0.15094 ,0.02492 
-0.15300 ,0.02492 
-0.17092 ,0.02492 
-0.12378 ,0.02492 
-0.15100 ,0.02493 
0.17880 ,0.02493 
-0.16056 ,0.02493 
-0.00698 ,0.02493 
-0.08278 ,0.02494 
-0.13857 ,0.02494 
-0.14644 ,0.02494 
-0.05044 ,0.02494 
-0.09003 ,0.02494 
-0.05142 ,0.02494 
-0.14048 ,0.02494 
-0.09996 ,0.02495 
-0.16133 ,0.02495 
-0.14972 ,0.02495 
-0.15123 ,0.02495 
-0.13896 ,0.02496 
-0.14028 ,0.02496 
-0.15404 ,0.02496 
-0.07412 ,0.02496 
0.06205 ,0.02496 
-0.15637 ,0.02496 
-0.11979 ,0.02496 
-0.14766 ,0.02496 
-0.00866 ,0.02497 
-0.12356 ,0.02497 
-0.16845 ,0.02497 
-0.15612 ,0.02497 
-0.13740 ,0.02498 
-0.14844 ,0.02498 
-0.09070 ,0.02498 
-0.08920 ,0.02498 
-0.08287 ,0.02498 
-0.18102 ,0.02498 
-0.15983 ,0.02498 
-0.14147 ,0.02498 
-0.13476 ,0.02499 
-0.06637 ,0.02499 
-0.12130 ,0.02500 
-0.13722 ,0.02500 
-0.08187 ,0.02500 
-0.03485 ,0.02501 
-0.05885 ,0.02501 
-0.07079 ,0.02501 
-0.11735 ,0.02501 
-0.07260 ,0.02501 
-0.10031 ,0.02501 
-0.16319 ,0.02502 
0.07120 ,0.02502 
-0.11588 ,0.02502 
0.04976 ,0.02502 
-0.15509 ,0.02502 
-0.14952 ,0.02502 
-0.09591 ,0.02503 
-0.14548 ,0.02503 
-0.14870 ,0.02503 
-0.16586 ,0.02503 
-0.09257 ,0.02503 
-0.18619 ,0.02503 
-0.15965 ,0.02503 
-0.08061 ,0.02504 
-0.18041 ,0.02504 
-0.05632 ,0.02504 
-0.12985 ,0.02504 
-0.12994 ,0.02504 
-0.06819 ,0.02504 
-0.15112 ,0.02504 
-0.14505 ,0.02505 
-0.14080 ,0.02505 
-0.15691 ,0.02505 
-0.10750 ,0.02505 
-0.16852 ,0.02505 
-0.14614 ,0.02506 
-0.15646 ,0.02506 
-0.08369 ,0.02507 
-0.07144 ,0.02507 
0.02666 ,0.02507 
-0.01570 ,0.02507 
-0.08790 ,0.02507 
-0.06932 ,0.02508 
-0.09083 ,0.02508 
-0.13567 ,0.02508 
-0.10782 ,0.02508 
-0.09578 ,0.02508 
-0.11773 ,0.02508 
-0.08228 ,0.02508 
-0.15466 ,0.02508 
-0.08805 ,0.02508 
-0.09898 ,0.02509 
-0.08328 ,0.02509 
-0.08214 ,0.02509 
-0.11332 ,0.02510 
0.03351 ,0.02510 
-0.08758 ,0.02510 
-0.11053 ,0.02510 
-0.15267 ,0.02510 
-0.14636 ,0.02511 
-0.11765 ,0.02512 
-0.15570 ,0.02512 
-0.04392 ,0.02512 
-0.15486 ,0.02512 
-0.03017 ,0.02512 
-0.13905 ,0.02512 
-0.12403 ,0.02512 
-0.17467 ,0.02513 
-0.14200 ,0.02513 
0.06654 ,0.02513 
-0.13779 ,0.02513 
-0.08258 ,0.02513 
-0.10132 ,0.02514 
-0.08204 ,0.02514 
-0.11875 ,0.02514 
-0.13120 ,0.02514 
-0.05911 ,0.02515 
-0.15419 ,0.02515 
0.03508 ,0.02515 
-0.04329 ,0.02516 
-0.01611 ,0.02516 
-0.13977 ,0.02516 
-0.16008 ,0.02516 
-0.04825 ,0.02516 
-0.14966 ,0.02516 
-0.15055 ,0.02517 
-0.09721 ,0.02517 
-0.10809 ,0.02517 
0.05166 ,0.02518 
-0.04353 ,0.02518 
-0.10817 ,0.02518 
-0.12987 ,0.02518 
-0.05183 ,0.02519 
-0.09373 ,0.02519 
-0.09584 ,0.02520 
-0.06005 ,0.02520 
-0.12639 ,0.02520 
-0.07886 ,0.02520 
-0.13555 ,0.02521 
0.01044 ,0.02521 
-0.13083 ,0.02521 
0.02984 ,0.02521 
0.19376 ,0.02521 
-0.12956 ,0.02522 
-0.14362 ,0.02522 
-0.13015 ,0.02522 
-0.12366 ,0.02522 
-0.14172 ,0.02522 
-0.17613 ,0.02523 
-0.06255 ,0.02523 
-0.07784 ,0.02523 
-0.07288 ,0.02524 
0.06067 ,0.02524 
-0.06426 ,0.02525 
-0.12374 ,0.02525 
-0.12665 ,0.02526 
-0.13969 ,0.02526 
-0.10851 ,0.02526 
-0.14599 ,0.02526 
-0.05565 ,0.02526 
-0.13832 ,0.02526 
0.03267 ,0.02526 
-0.12682 ,0.02527 
-0.08232 ,0.02527 
-0.04839 ,0.02527 
-0.15834 ,0.02529 
-0.05079 ,0.02529 
-0.15179 ,0.02529 
-0.13710 ,0.02529 
0.03068 ,0.02530 
0.04971 ,0.02530 
-0.14877 ,0.02530 
-0.05895 ,0.02530 
-0.09051 ,0.02530 
0.03103 ,0.02530 
-0.06620 ,0.02530 
-0.05326 ,0.02531 
0.00395 ,0.02531 
-0.13569 ,0.02531 
-0.08633 ,0.02531 
0.19580 ,0.02531 
-0.14801 ,0.02531 
-0.14327 ,0.02532 
-0.05378 ,0.02532 
0.05049 ,0.02532 
-0.02550 ,0.02532 
-0.13741 ,0.02532 
-0.15179 ,0.02532 
-0.14275 ,0.02533 
0.00500 ,0.02533 
-0.11216 ,0.02533 
-0.14373 ,0.02533 
-0.17554 ,0.02533 
-0.06673 ,0.02533 
-0.13897 ,0.02533 
0.06941 ,0.02534 
0.03769 ,0.02534 
-0.12348 ,0.02534 
-0.07035 ,0.02534 
0.03234 ,0.02535 
-0.11517 ,0.02535 
-0.04923 ,0.02535 
0.06125 ,0.02535 
0.03983 ,0.02535 
-0.15609 ,0.02535 
-0.06889 ,0.02536 
-0.04496 ,0.02536 
-0.09881 ,0.02536 
0.05107 ,0.02536 
-0.17751 ,0.02536 
-0.12093 ,0.02537 
-0.08301 ,0.02537 
-0.03191 ,0.02537 
-0.08111 ,0.02537 
-0.06741 ,0.02538 
-0.10783 ,0.02538 
-0.16220 ,0.02538 
-0.08154 ,0.02539 
-0.16923 ,0.02539 
-0.14590 ,0.02539 
-0.09990 ,0.02539 
-0.06001 ,0.02540 
-0.04760 ,0.02540 
-0.13198 ,0.02540 
-0.08247 ,0.02540 
-0.06145 ,0.02540 
-0.13077 ,0.02540 
-0.04239 ,0.02541 
-0.09672 ,0.02541 
-0.04814 ,0.02541 
-0.05244 ,0.02541 
-0.13899 ,0.02541 
-0.09690 ,0.02541 
-0.04065 ,0.02541 
-0.16377 ,0.02542 
-0.08701 ,0.02542 
-0.06556 ,0.02542 
0.05865 ,0.02542 
-0.14841 ,0.02542 
0.08085 ,0.02543 
-0.13976 ,0.02543 
-0.08162 ,0.02543 
-0.04288 ,0.02543 
-0.15230 ,0.02543 
-0.13532 ,0.02543 
-0.07737 ,0.02544 
-0.14628 ,0.02544 
-0.04818 ,0.02544 
-0.07693 ,0.02545 
-0.01490 ,0.02545 
-0.13660 ,0.02545 
-0.03626 ,0.02545 
0.06077 ,0.02546 
0.06373 ,0.02546 
-0.13717 ,0.02546 
0.02990 ,0.02546 
-0.12179 ,0.02546 
-0.07371 ,0.02547 
-0.14124 ,0.02548 
-0.08341 ,0.02548 
-0.15472 ,0.02548 
-0.06972 ,0.02548 
0.06950 ,0.02548 
-0.06924 ,0.02549 
-0.15396 ,0.02549 
-0.10475 ,0.02549 
-0.06944 ,0.02549 
-0.14495 ,0.02549 
0.03533 ,0.02549 
0.03478 ,0.02549 
-0.04474 ,0.02549 
-0.04123 ,0.02549 
-0.14310 ,0.02549 
-0.15349 ,0.02550 
-0.06074 ,0.02550 
-0.07204 ,0.02550 
-0.15120 ,0.02550 
-0.13502 ,0.02550 
-0.13056 ,0.02550 
0.01535 ,0.02550 
-0.15268 ,0.02551 
-0.05975 ,0.02551 
-0.10276 ,0.02551 
-0.06362 ,0.02551 
-0.06991 ,0.02551 
-0.05539 ,0.02551 
0.06976 ,0.02552 
-0.18081 ,0.02552 
-0.04415 ,0.02552 
-0.06428 ,0.02552 
-0.06795 ,0.02552 
-0.06329 ,0.02552 
-0.09455 ,0.02553 
-0.15274 ,0.02553 
-0.13747 ,0.02553 
-0.05736 ,0.02553 
-0.17055 ,0.02554 
-0.07357 ,0.02554 
-0.08575 ,0.02554 
-0.14757 ,0.02554 
-0.06713 ,0.02554 
0.02928 ,0.02555 
-0.05807 ,0.02555 
0.02601 ,0.02555 
-0.03263 ,0.02555 
-0.14714 ,0.02555 
-0.07923 ,0.02555 
-0.17007 ,0.02556 
-0.03094 ,0.02556 
0.04070 ,0.02556 
-0.06623 ,0.02556 
0.02769 ,0.02556 
-0.13818 ,0.02557 
-0.13915 ,0.02557 
-0.15875 ,0.02558 
-0.07044 ,0.02559 
-0.14204 ,0.02559 
-0.12751 ,0.02559 
-0.13301 ,0.02561 
-0.10019 ,0.02562 
-0.08668 ,0.02562 
-0.14183 ,0.02562 
-0.05467 ,0.02562 
-0.13791 ,0.02562 
-0.07288 ,0.02562 
0.03068 ,0.02563 
-0.04489 ,0.02563 
-0.15449 ,0.02563 
-0.06825 ,0.02563 
-0.04302 ,0.02563 
-0.11979 ,0.02563 
-0.05830 ,0.02563 
0.03504 ,0.02563 
-0.06995 ,0.02563 
-0.14128 ,0.02564 
-0.08641 ,0.02564 
-0.16592 ,0.02564 
0.03737 ,0.02564 
-0.04987 ,0.02564 
0.08283 ,0.02564 
-0.05826 ,0.02565 
-0.04663 ,0.02565 
-0.14637 ,0.02565 
0.04895 ,0.02565 
-0.18905 ,0.02565 
0.07274 ,0.02566 
-0.11866 ,0.02566 
-0.06742 ,0.02566 
-0.16714 ,0.02566 
-0.07524 ,0.02566 
-0.07049 ,0.02567 
-0.18168 ,0.02567 
-0.08652 ,0.02567 
-0.15682 ,0.02567 
-0.13755 ,0.02567 
-0.01901 ,0.02567 
-0.04663 ,0.02567 
0.03611 ,0.02568 
-0.12403 ,0.02568 
-0.03685 ,0.02568 
-0.18021 ,0.02568 
0.02969 ,0.02568 
-0.08822 ,0.02568 
0.04413 ,0.02568 
-0.15474 ,0.02569 
-0.08501 ,0.02569 
-0.06337 ,0.02569 
-0.04355 ,0.02569 
-0.08026 ,0.02569 
-0.12092 ,0.02569 
-0.13823 ,0.02569 
-0.13205 ,0.02569 
-0.05649 ,0.02570 
-0.04324 ,0.02570 
-0.13688 ,0.02570 
-0.16647 ,0.02570 
-0.14948 ,0.02570 
-0.07227 ,0.02570 
-0.03260 ,0.02570 
-0.05164 ,0.02570 
-0.06636 ,0.02570 
-0.03965 ,0.02571 
-0.08081 ,0.02571 
-0.15984 ,0.02572 
-0.09593 ,0.02572 
-0.08960 ,0.02573 
0.04148 ,0.02573 
-0.16350 ,0.02573 
-0.05742 ,0.02573 
-0.13445 ,0.02573 
-0.06980 ,0.02573 
-0.13791 ,0.02574 
-0.07189 ,0.02574 
-0.06495 ,0.02574 
-0.11773 ,0.02574 
-0.12885 ,0.02574 
-0.14810 ,0.02574 
-0.15507 ,0.02574 
0.05288 ,0.02574 
0.03423 ,0.02575 
-0.13390 ,0.02575 
-0.14499 ,0.02575 
-0.09426 ,0.02576 
-0.06888 ,0.02576 
-0.14495 ,0.02576 
-0.16642 ,0.02576 
-0.17669 ,0.02576 
-0.02776 ,0.02576 
-0.13715 ,0.02577 
-0.11590 ,0.02577 
-0.02739 ,0.02577 
-0.03927 ,0.02577 
-0.14312 ,0.02578 
-0.13626 ,0.02578 
-0.10687 ,0.02578 
-0.14056 ,0.02578 
-0.13344 ,0.02578 
-0.14664 ,0.02578 
-0.09026 ,0.02578 
-0.11559 ,0.02578 
-0.12963 ,0.02579 
0.01889 ,0.02579 
-0.09708 ,0.02580 
-0.08175 ,0.02580 
-0.11856 ,0.02580 
0.06555 ,0.02580 
-0.06059 ,0.02580 
-0.14264 ,0.02580 
-0.04254 ,0.02580 
-0.07622 ,0.02581 
-0.06192 ,0.02581 
-0.18284 ,0.02581 
-0.17336 ,0.02582 
-0.05276 ,0.02582 
0.06435 ,0.02582 
-0.01878 ,0.02582 
-0.07421 ,0.02582 
0.04118 ,0.02583 
-0.16330 ,0.02583 
-0.09708 ,0.02583 
-0.03485 ,0.02583 
-0.06633 ,0.02583 
-0.15983 ,0.02584 
-0.03297 ,0.02584 
0.06493 ,0.02584 
0.01740 ,0.02584 
0.16936 ,0.02584 
0.08065 ,0.02585 
-0.10252 ,0.02585 
-0.14668 ,0.02585 
-0.14971 ,0.02585 
-0.07760 ,0.02585 
0.06020 ,0.02585 
-0.16150 ,0.02585 
-0.07417 ,0.02585 
0.03761 ,0.02585 
-0.14537 ,0.02585 
-0.15957 ,0.02585 
-0.05625 ,0.02586 
-0.08615 ,0.02586 
0.04866 ,0.02586 
-0.15081 ,0.02586 
-0.12950 ,0.02586 
-0.08709 ,0.02586 
-0.08313 ,0.02586 
-0.15332 ,0.02586 
0.08182 ,0.02586 
-0.09794 ,0.02586 
-0.16751 ,0.02586 
-0.14858 ,0.02586 
-0.02763 ,0.02587 
-0.16250 ,0.02587 
-0.15014 ,0.02587 
-0.10220 ,0.02587 
-0.12881 ,0.02587 
-0.05639 ,0.02588 
-0.08241 ,0.02588 
-0.12441 ,0.02588 
0.05183 ,0.02588 
-0.11839 ,0.02588 
-0.16722 ,0.02588 
-0.05794 ,0.02589 
-0.18191 ,0.02589 
-0.06394 ,0.02589 
0.03898 ,0.02589 
-0.08546 ,0.02589 
-0.13917 ,0.02589 
0.08651 ,0.02590 
-0.13875 ,0.02590 
-0.06870 ,0.02590 
-0.05002 ,0.02590 
-0.06907 ,0.02590 
-0.05812 ,0.02590 
-0.09591 ,0.02591 
-0.10515 ,0.02591 
-0.13495 ,0.02591 
0.04846 ,0.02591 
-0.13219 ,0.02591 
-0.15992 ,0.02591 
0.02592 ,0.02591 
-0.14040 ,0.02591 
-0.05075 ,0.02591 
-0.13651 ,0.02592 
-0.16470 ,0.02592 
0.02874 ,0.02592 
-0.14424 ,0.02592 
-0.05346 ,0.02592 
-0.13545 ,0.02592 
-0.14877 ,0.02592 
-0.05535 ,0.02592 
-0.14657 ,0.02593 
-0.11223 ,0.02593 
-0.08199 ,0.02593 
-0.06177 ,0.02594 
-0.15493 ,0.02594 
0.17140 ,0.02594 
0.06296 ,0.02594 
-0.11794 ,0.02594 
-0.10973 ,0.02594 
-0.10649 ,0.02595 
-0.14100 ,0.02595 
-0.14049 ,0.02595 
-0.03679 ,0.02595 
0.04040 ,0.02595 
-0.09763 ,0.02595 
-0.05652 ,0.02595 
-0.06635 ,0.02596 
0.06229 ,0.02596 
-0.07543 ,0.02596 
0.07705 ,0.02597 
-0.08643 ,0.02597 
-0.04490 ,0.02597 
0.03531 ,0.02597 
0.00129 ,0.02597 
-0.17458 ,0.02597 
-0.02852 ,0.02597 
0.04636 ,0.02597 
-0.07580 ,0.02598 
-0.03452 ,0.02598 
-0.10967 ,0.02598 
-0.14915 ,0.02599 
0.04676 ,0.02599 
-0.07236 ,0.02599 
-0.11251 ,0.02599 
-0.09031 ,0.02599 
-0.06862 ,0.02599 
-0.00285 ,0.02600 
-0.07105 ,0.02600 
0.02577 ,0.02600 
0.06420 ,0.02600 
-0.14561 ,0.02600 
-0.10700 ,0.02600 
-0.14621 ,0.02600 
-0.13802 ,0.02600 
-0.04092 ,0.02600 
-0.15295 ,0.02600 
-0.00820 ,0.02601 
-0.15572 ,0.02601 
-0.05719 ,0.02601 
-0.15191 ,0.02601 
-0.05936 ,0.02601 
-0.07769 ,0.02601 
-0.06775 ,0.02602 
-0.02723 ,0.02602 
-0.12641 ,0.02602 
-0.02529 ,0.02602 
0.03959 ,0.02602 
-0.14600 ,0.02602 
-0.14160 ,0.02603 
-0.08418 ,0.02603 
-0.13296 ,0.02603 
-0.06398 ,0.02603 
-0.12615 ,0.02603 
-0.05692 ,0.02603 
-0.03669 ,0.02603 
-0.15411 ,0.02604 
-0.07303 ,0.02604 
-0.07263 ,0.02604 
-0.11152 ,0.02604 
-0.13327 ,0.02604 
-0.07686 ,0.02604 
-0.09475 ,0.02604 
-0.14441 ,0.02604 
-0.16072 ,0.02605 
-0.10597 ,0.02605 
-0.03497 ,0.02605 
-0.04837 ,0.02605 
-0.07306 ,0.02605 
-0.04810 ,0.02605 
-0.08034 ,0.02605 
-0.12562 ,0.02605 
0.04141 ,0.02605 
-0.14136 ,0.02606 
-0.14890 ,0.02606 
0.00850 ,0.02606 
-0.11354 ,0.02606 
-0.15082 ,0.02606 
-0.14243 ,0.02606 
-0.08014 ,0.02606 
-0.05169 ,0.02606 
-0.12006 ,0.02606 
0.03406 ,0.02606 
-0.09353 ,0.02607 
-0.14909 ,0.02607 
-0.05514 ,0.02607 
-0.08452 ,0.02607 
-0.07922 ,0.02607 
-0.02645 ,0.02607 
-0.09210 ,0.02607 
-0.07322 ,0.02608 
-0.14580 ,0.02608 
-0.06890 ,0.02608 
-0.14443 ,0.02608 
-0.16036 ,0.02608 
-0.15972 ,0.02608 
-0.14900 ,0.02608 
-0.06641 ,0.02608 
-0.04883 ,0.02609 
-0.13383 ,0.02609 
-0.08556 ,0.02609 
-0.14405 ,0.02609 
0.02334 ,0.02609 
-0.11642 ,0.02609 
-0.04390 ,0.02609 
-0.12770 ,0.02610 
-0.09511 ,0.02610 
-0.14822 ,0.02610 
0.01057 ,0.02610 
-0.12981 ,0.02610 
-0.13197 ,0.02610 
-0.14446 ,0.02610 
-0.16271 ,0.02610 
-0.08361 ,0.02611 
-0.08669 ,0.02611 
0.05234 ,0.02611 
0.02704 ,0.02611 
-0.10103 ,0.02611 
-0.08303 ,0.02611 
-0.13486 ,0.02611 
-0.08003 ,0.02611 
0.03386 ,0.02612 
-0.12901 ,0.02612 
-0.05035 ,0.02612 
-0.11823 ,0.02612 
-0.02554 ,0.02612 
-0.14229 ,0.02612 
-0.02560 ,0.02612 
-0.03718 ,0.02613 
-0.14913 ,0.02613 
0.03108 ,0.02613 
0.02178 ,0.02613 
-0.12005 ,0.02613 
-0.13571 ,0.02614 
-0.02735 ,0.02614 
-0.11012 ,0.02614 
-0.07907 ,0.02614 
-0.07679 ,0.02614 
-0.05810 ,0.02614 
-0.15564 ,0.02614 
0.02027 ,0.02614 
0.03298 ,0.02614 
-0.04737 ,0.02615 
-0.05170 ,0.02615 
-0.07283 ,0.02615 
-0.04253 ,0.02615 
-0.06065 ,0.02615 
-0.13560 ,0.02615 
-0.13828 ,0.02615 
-0.11202 ,0.02616 
-0.06477 ,0.02616 
-0.18892 ,0.02616 
-0.12840 ,0.02616 
-0.02395 ,0.02617 
0.21562 ,0.02617 
-0.13268 ,0.02617 
-0.15587 ,0.02618 
-0.06152 ,0.02618 
-0.08851 ,0.02618 
-0.15407 ,0.02618 
-0.06977 ,0.02618 
0.04023 ,0.02618 
-0.06933 ,0.02618 
0.01799 ,0.02619 
-0.04912 ,0.02619 
-0.13118 ,0.02619 
-0.14576 ,0.02619 
0.03328 ,0.02619 
-0.06880 ,0.02619 
-0.13106 ,0.02619 
-0.04711 ,0.02619 
-0.07996 ,0.02619 
-0.06371 ,0.02620 
-0.14759 ,0.02620 
-0.14846 ,0.02620 
-0.15431 ,0.02620 
-0.01860 ,0.02620 
0.01551 ,0.02620 
-0.09569 ,0.02620 
-0.04914 ,0.02621 
-0.15058 ,0.02621 
-0.15600 ,0.02621 
-0.00454 ,0.02621 
-0.06642 ,0.02621 
-0.15739 ,0.02621 
-0.01718 ,0.02621 
-0.07856 ,0.02621 
-0.14615 ,0.02621 
0.08073 ,0.02621 
-0.06428 ,0.02622 
-0.03944 ,0.02622 
-0.05524 ,0.02622 
-0.06854 ,0.02622 
-0.00863 ,0.02622 
0.05004 ,0.02622 
-0.04394 ,0.02622 
-0.08034 ,0.02623 
-0.14462 ,0.02623 
-0.14742 ,0.02623 
-0.07380 ,0.02623 
-0.15414 ,0.02623 
-0.15700 ,0.02624 
-0.14378 ,0.02624 
-0.05145 ,0.02624 
0.03370 ,0.02624 
-0.05605 ,0.02624 
-0.09379 ,0.02624 
-0.15586 ,0.02624 
-0.06795 ,0.02625 
-0.08847 ,0.02625 
-0.06928 ,0.02625 
-0.15562 ,0.02626 
-0.04129 ,0.02626 
-0.15527 ,0.02626 
-0.06598 ,0.02626 
-0.12093 ,0.02627 
-0.12038 ,0.02627 
0.04094 ,0.02627 
-0.17444 ,0.02627 
-0.14124 ,0.02627 
-0.05549 ,0.02627 
-0.14379 ,0.02627 
-0.18854 ,0.02628 
-0.05272 ,0.02628 
0.04029 ,0.02628 
-0.06598 ,0.02628 
-0.10075 ,0.02628 
-0.10662 ,0.02628 
-0.13087 ,0.02628 
-0.14159 ,0.02629 
-0.11843 ,0.02629 
-0.08637 ,0.02629 
-0.07867 ,0.02629 
-0.15807 ,0.02629 
-0.13756 ,0.02630 
0.05229 ,0.02630 
-0.07540 ,0.02630 
0.02631 ,0.02630 
-0.09203 ,0.02630 
-0.07841 ,0.02630 
-0.00831 ,0.02631 
-0.01366 ,0.02631 
-0.09717 ,0.02631 
-0.14935 ,0.02631 
-0.10539 ,0.02631 
-0.11653 ,0.02631 
-0.14333 ,0.02631 
-0.06143 ,0.02631 
-0.12027 ,0.02632 
-0.08025 ,0.02632 
0.00279 ,0.02632 
-0.14204 ,0.02632 
-0.06166 ,0.02632 
-0.15820 ,0.02632 
-0.04672 ,0.02632 
-0.03999 ,0.02632 
-0.15665 ,0.02633 
0.04165 ,0.02633 
0.08230 ,0.02633 
-0.16835 ,0.02633 
-0.12418 ,0.02633 
-0.16109 ,0.02633 
-0.10260 ,0.02634 
-0.00296 ,0.02634 
-0.12868 ,0.02634 
-0.07625 ,0.02634 
-0.17046 ,0.02635 
-0.06647 ,0.02635 
-0.15122 ,0.02635 
-0.14871 ,0.02635 
0.03342 ,0.02635 
0.05436 ,0.02635 
-0.02451 ,0.02635 
-0.15903 ,0.02635 
-0.13201 ,0.02635 
-0.13412 ,0.02636 
-0.11695 ,0.02636 
-0.07634 ,0.02636 
-0.13724 ,0.02636 
0.08201 ,0.02637 
0.04183 ,0.02637 
-0.02541 ,0.02637 
-0.13888 ,0.02637 
-0.13935 ,0.02637 
-0.05540 ,0.02637 
-0.09781 ,0.02637 
-0.04686 ,0.02637 
-0.06576 ,0.02637 
-0.07248 ,0.02637 
-0.07257 ,0.02637 
-0.06867 ,0.02637 
-0.06890 ,0.02637 
-0.10941 ,0.02639 
-0.13477 ,0.02639 
-0.07678 ,0.02639 
0.04016 ,0.02640 
-0.11891 ,0.02640 
-0.14385 ,0.02640 
-0.09702 ,0.02640 
-0.09732 ,0.02641 
-0.07102 ,0.02641 
-0.15243 ,0.02642 
-0.14188 ,0.02642 
0.05339 ,0.02642 
-0.11863 ,0.02643 
-0.14504 ,0.02643 
-0.07338 ,0.02643 
-0.13239 ,0.02643 
-0.02415 ,0.02643 
-0.03672 ,0.02643 
-0.06672 ,0.02644 
-0.14337 ,0.02644 
-0.14572 ,0.02644 
-0.16934 ,0.02644 
-0.08846 ,0.02644 
-0.09858 ,0.02644 
-0.09702 ,0.02644 
-0.14450 ,0.02644 
-0.07179 ,0.02644 
-0.08355 ,0.02644 
-0.09893 ,0.02644 
-0.11681 ,0.02645 
-0.07307 ,0.02645 
-0.06751 ,0.02645 
-0.02476 ,0.02645 
-0.10163 ,0.02646 
-0.14854 ,0.02646 
-0.06273 ,0.02646 
-0.16219 ,0.02646 
-0.15830 ,0.02646 
0.04900 ,0.02647 
-0.08444 ,0.02647 
-0.06705 ,0.02647 
-0.14370 ,0.02647 
-0.09121 ,0.02647 
-0.02657 ,0.02647 
-0.06861 ,0.02647 
-0.12426 ,0.02647 
-0.03631 ,0.02647 
-0.08009 ,0.02648 
-0.02000 ,0.02649 
0.03575 ,0.02649 
-0.15508 ,0.02649 
0.02367 ,0.02649 
-0.08526 ,0.02649 
0.03412 ,0.02649 
-0.06786 ,0.02649 
-0.09923 ,0.02650 
0.03534 ,0.02650 
-0.13692 ,0.02650 
0.03784 ,0.02650 
-0.08543 ,0.02650 
-0.03285 ,0.02650 
-0.11892 ,0.02650 
-0.13416 ,0.02650 
-0.13322 ,0.02651 
0.05864 ,0.02651 
-0.04294 ,0.02651 
0.04365 ,0.02651 
-0.05317 ,0.02651 
-0.15719 ,0.02651 
-0.07482 ,0.02651 
-0.00048 ,0.02651 
-0.14160 ,0.02651 
0.04226 ,0.02651 
-0.03055 ,0.02652 
-0.06390 ,0.02652 
-0.14917 ,0.02652 
-0.14175 ,0.02652 
-0.12604 ,0.02652 
-0.05254 ,0.02653 
0.03040 ,0.02653 
-0.04022 ,0.02653 
-0.14038 ,0.02653 
-0.03301 ,0.02654 
-0.13611 ,0.02654 
-0.05190 ,0.02654 
-0.13395 ,0.02654 
-0.08318 ,0.02654 
-0.06753 ,0.02654 
-0.07621 ,0.02654 
-0.14244 ,0.02655 
-0.01303 ,0.02655 
-0.13382 ,0.02655 
-0.16863 ,0.02655 
0.04699 ,0.02655 
-0.13754 ,0.02655 
-0.13090 ,0.02656 
-0.04018 ,0.02656 
0.04623 ,0.02656 
-0.04287 ,0.02656 
-0.11989 ,0.02656 
-0.14805 ,0.02656 
-0.05052 ,0.02657 
-0.06919 ,0.02657 
-0.14325 ,0.02657 
-0.15166 ,0.02657 
-0.05409 ,0.02657 
-0.06541 ,0.02657 
-0.06844 ,0.02657 
-0.11749 ,0.02657 
-0.12117 ,0.02658 
-0.06623 ,0.02659 
-0.13765 ,0.02659 
-0.02677 ,0.02659 
-0.08683 ,0.02659 
-0.10545 ,0.02659 
-0.16525 ,0.02659 
-0.14033 ,0.02659 
-0.07799 ,0.02660 
-0.13747 ,0.02660 
-0.13674 ,0.02661 
-0.02109 ,0.02661 
-0.15699 ,0.02661 
-0.13384 ,0.02661 
-0.13076 ,0.02661 
-0.15453 ,0.02661 
-0.07058 ,0.02661 
-0.02627 ,0.02661 
-0.07535 ,0.02662 
-0.08346 ,0.02662 
-0.08201 ,0.02662 
-0.15065 ,0.02662 
0.05075 ,0.02662 
-0.12653 ,0.02662 
-0.05448 ,0.02662 
-0.13279 ,0.02662 
0.17828 ,0.02663 
-0.02110 ,0.02663 
-0.05784 ,0.02663 
-0.09406 ,0.02663 
-0.04763 ,0.02663 
-0.07838 ,0.02663 
0.05597 ,0.02663 
-0.03249 ,0.02664 
-0.00552 ,0.02664 
0.05755 ,0.02664 
-0.16807 ,0.02664 
-0.04657 ,0.02665 
-0.01087 ,0.02665 
-0.08032 ,0.02665 
-0.05166 ,0.02665 
-0.06988 ,0.02666 
0.01959 ,0.02666 
-0.15898 ,0.02666 
0.02473 ,0.02666 
0.03692 ,0.02666 
-0.16569 ,0.02666 
-0.05154 ,0.02666 
-0.09112 ,0.02666 
-0.13689 ,0.02667 
-0.18645 ,0.02667 
0.06808 ,0.02667 
-0.14089 ,0.02667 
-0.13096 ,0.02667 
-0.07523 ,0.02667 
-0.06155 ,0.02667 
-0.15381 ,0.02667 
-0.07637 ,0.02667 
-0.11586 ,0.02667 
