j,"S_th(0,0)","S_exp(0,0)-M","S_exp(0,0)-SD","S_th(-10,10)","S_exp(-10,10)-M","S_exp(-10,10)-SD","S_th(15,-15)","S_exp(15,-15)-M","S_exp(15,-15)-SD",j_subfigure,"S_subfigure(0,0)","S_subfigure(-10,10)","S_subfigure(15,-15)"
11010000 ,1.53189 ,1.58828 ,0.01226 ,1.96722 ,1.93424 ,0.00237 ,2.52928 ,2.55636 ,0.02295 ,1102,0.01653 ,0.20960 ,0.49333 
11020000 ,1.53189 ,1.60763 ,0.01885 ,1.96722 ,1.97726 ,0.02309 ,2.52928 ,2.61932 ,0.03030 ,1103,0.04712 ,0.19564 ,0.50808 
11030000 ,1.53740 ,1.53418 ,0.01289 ,1.96722 ,1.93170 ,0.02959 ,2.53479 ,2.51471 ,0.03444 ,1104,0.05742 ,0.19168 ,0.52124 
11040000 ,1.53740 ,1.58837 ,0.00982 ,1.96722 ,1.93797 ,0.02952 ,2.53479 ,2.63641 ,0.02445 ,1105,0.04424 ,0.20660 ,0.52741 
11050000 ,1.53740 ,1.46935 ,0.01201 ,1.96722 ,1.99220 ,0.01449 ,2.53479 ,2.57745 ,0.03066 ,1106,0.03862 ,0.20391 ,0.47531 
11060000 ,1.53740 ,1.55989 ,0.01194 ,1.97273 ,1.91679 ,0.01304 ,2.53479 ,2.61414 ,0.01367 ,1107,0.06618 ,0.19765 ,0.48330 
11070000 ,1.53740 ,1.57578 ,0.01519 ,1.97273 ,1.96416 ,0.02102 ,2.53479 ,2.61976 ,0.00842 ,1108,0.04210 ,0.20681 ,0.47768 
11080000 ,1.54291 ,1.60363 ,0.02305 ,1.97273 ,1.91695 ,0.03376 ,2.54030 ,2.59046 ,0.01703 ,1109,0.05258 ,0.21258 ,0.51997 
11090000 ,1.54291 ,1.57773 ,0.02540 ,1.97273 ,1.95593 ,0.01478 ,2.54030 ,2.55572 ,0.01539 ,1110,0.03799 ,0.19602 ,0.48769 
11100000 ,1.54291 ,1.55230 ,0.00950 ,1.97273 ,2.01843 ,0.01349 ,2.54030 ,2.59295 ,0.01895 ,1111,0.02328 ,0.19371 ,0.49862 
11110000 ,1.54291 ,1.57887 ,0.01213 ,1.97824 ,1.97488 ,0.03351 ,2.54030 ,2.59139 ,0.01325 ,1112,0.03357 ,0.19467 ,0.49282 
11120000 ,1.54291 ,1.60285 ,0.02089 ,1.97824 ,1.91998 ,0.00230 ,2.54030 ,2.57435 ,0.01578 ,1113,0.03749 ,0.20173 ,0.48447 
11130000 ,1.54291 ,1.55734 ,0.02548 ,1.97824 ,2.04297 ,0.04128 ,2.54581 ,2.62717 ,0.03797 ,1114,0.04779 ,0.20311 ,0.49235 
11140000 ,1.54291 ,1.56976 ,0.01713 ,1.97824 ,1.94859 ,0.03528 ,2.54581 ,2.61544 ,0.01451 ,1115,0.03330 ,0.20324 ,0.49292 
11150000 ,1.54291 ,1.57034 ,0.02525 ,1.97824 ,2.00419 ,0.01204 ,2.54581 ,2.54262 ,0.02213 ,1116,0.02120 ,0.22034 ,0.50767 
11160000 ,1.54842 ,1.58474 ,0.02813 ,1.97824 ,1.97520 ,0.01194 ,2.54581 ,2.61051 ,0.02419 ,1117,0.02759 ,0.20761 ,0.52083 
11170000 ,1.54842 ,1.50509 ,0.01462 ,1.98375 ,2.00176 ,0.02899 ,2.55132 ,2.67218 ,0.02878 ,1118,0.02949 ,0.19345 ,0.52700 
11180000 ,1.54842 ,1.58433 ,0.02162 ,1.98375 ,1.90757 ,0.02806 ,2.55132 ,2.55744 ,0.03635 ,1119,0.03909 ,0.19114 ,0.47208 
11190000 ,1.54842 ,1.58524 ,0.03798 ,1.98375 ,1.97543 ,0.01426 ,2.55132 ,2.63292 ,0.03805 ,1120,0.01423 ,0.19072 ,0.48911 
11200000 ,1.54842 ,1.55522 ,0.01847 ,1.98375 ,1.97561 ,0.02991 ,2.55132 ,2.56041 ,0.03705 ,1121,0.01473 ,0.19342 ,0.49028 
11210000 ,1.54842 ,1.55332 ,0.01879 ,1.98375 ,2.00901 ,0.01907 ,2.55132 ,2.56126 ,0.02488 ,1122,0.02852 ,0.20219 ,0.48688 
11220000 ,1.54842 ,1.58287 ,0.02138 ,1.98926 ,1.99813 ,0.02242 ,2.55683 ,2.65439 ,0.01093 ,1123,0.02729 ,0.19767 ,0.50213 
11230000 ,1.55393 ,1.63412 ,0.04644 ,1.98926 ,2.03069 ,0.03031 ,2.55683 ,2.59654 ,0.01707 ,1124,0.03688 ,0.21056 ,0.51198 
11240000 ,1.55393 ,1.54414 ,0.03393 ,1.98926 ,1.93443 ,0.02465 ,2.55683 ,2.65081 ,0.01426 ,1125,0.02552 ,0.20604 ,0.48560 
11250000 ,1.55393 ,1.53267 ,0.02864 ,1.98926 ,1.97906 ,0.03479 ,2.55683 ,2.65158 ,0.04030 ,1126,0.02743 ,0.20332 ,0.47980 
11260000 ,1.55393 ,1.61073 ,0.01167 ,1.98926 ,1.97032 ,0.01761 ,2.55683 ,2.61381 ,0.03029 ,1127,0.03702 ,0.20101 ,0.49603 
11270000 ,1.55944 ,1.57532 ,0.02058 ,1.99477 ,2.00120 ,0.01873 ,2.56234 ,2.59504 ,0.01703 ,1128,0.04085 ,0.20202 ,0.50577 
11280000 ,1.55944 ,1.58946 ,0.01172 ,1.99477 ,1.98246 ,0.02915 ,2.56234 ,2.66673 ,0.02136 ,1129,0.02317 ,0.20710 ,0.51506 
11290000 ,1.55944 ,1.58361 ,0.00700 ,1.99477 ,2.01219 ,0.02511 ,2.56234 ,2.56727 ,0.01222 ,1130,0.03706 ,0.21450 ,0.52492 
11300000 ,1.55944 ,1.55906 ,0.01713 ,1.99477 ,1.99512 ,0.01328 ,2.56785 ,2.59993 ,0.00985 ,1131,0.02750 ,0.21432 ,0.51882 
11310000 ,1.55944 ,1.59718 ,0.01870 ,1.99477 ,1.98372 ,0.01436 ,2.56785 ,2.64636 ,0.03281 ,1132,0.03780 ,0.19718 ,0.52706 
11320000 ,1.55944 ,1.56185 ,0.03698 ,2.00028 ,1.99465 ,0.01645 ,2.56785 ,2.56507 ,0.01138 ,1133,0.04954 ,0.19487 ,0.50732 
11330000 ,1.55944 ,1.60942 ,0.01101 ,2.00028 ,1.95283 ,0.01129 ,2.56785 ,2.59663 ,0.01572 ,1134,0.03325 ,0.19583 ,0.50060 
11340000 ,1.55944 ,1.62714 ,0.01035 ,2.00028 ,1.99847 ,0.02219 ,2.56785 ,2.59029 ,0.03639 ,1135,0.02763 ,0.20289 ,0.50676 
11350000 ,1.55944 ,1.55614 ,0.01762 ,2.00028 ,2.00268 ,0.00759 ,2.57336 ,2.64645 ,0.01580 ,1136,0.04397 ,0.20427 ,0.50995 
11360000 ,1.56496 ,1.55263 ,0.01713 ,2.00028 ,1.99972 ,0.00890 ,2.57336 ,2.62347 ,0.01778 ,1137,0.05786 ,0.20439 ,0.49218 
11370000 ,1.56496 ,1.54382 ,0.01816 ,2.00028 ,2.00440 ,0.01346 ,2.57336 ,2.56769 ,0.01341 ,1138,0.02026 ,0.22150 ,0.48638 
11380000 ,1.56496 ,1.58514 ,0.01423 ,2.00579 ,1.97927 ,0.02033 ,2.57336 ,2.59320 ,0.03660 ,1139,0.04589 ,0.21574 ,0.47724 
11390000 ,1.56496 ,1.63727 ,0.03020 ,2.00579 ,1.96013 ,0.01839 ,2.57336 ,2.61561 ,0.02226 ,1140,0.05619 ,0.21133 ,0.48321 
11400000 ,1.56496 ,1.60569 ,0.01064 ,2.00579 ,1.99136 ,0.02270 ,2.57336 ,2.65868 ,0.01090 ,1141,0.04300 ,0.21041 ,0.49121 
11410000 ,1.56496 ,1.53642 ,0.02149 ,2.00579 ,2.01093 ,0.01516 ,2.57887 ,2.69011 ,0.05941 ,1142,0.03738 ,0.20645 ,0.47843 
11420000 ,1.56496 ,1.59703 ,0.02003 ,2.00579 ,2.00513 ,0.02381 ,2.57887 ,2.62901 ,0.03074 ,1143,0.02916 ,0.22137 ,0.49246 
11430000 ,1.56496 ,1.55821 ,0.01800 ,2.00579 ,1.98667 ,0.01640 ,2.57887 ,2.59682 ,0.00709 ,1144,0.01445 ,0.21867 ,0.48558 
11440000 ,1.57047 ,1.59107 ,0.03262 ,2.01130 ,2.03382 ,0.01482 ,2.58438 ,2.63408 ,0.01626 ,1145,0.02475 ,0.21241 ,0.49218 
11450000 ,1.57047 ,1.58852 ,0.02409 ,2.01130 ,1.98865 ,0.02440 ,2.58438 ,2.67509 ,0.01686 ,1146,0.04447 ,0.22158 ,0.51089 
11460000 ,1.57047 ,1.60460 ,0.01929 ,2.01130 ,2.00527 ,0.00754 ,2.58438 ,2.61817 ,0.02412 ,1147,0.03966 ,0.19502 ,0.50143 
11470000 ,1.57047 ,1.57990 ,0.03609 ,2.01130 ,2.03678 ,0.01242 ,2.58438 ,2.70150 ,0.02822 ,1148,0.05355 ,0.19605 ,0.51546 
11480000 ,1.57047 ,1.61420 ,0.01605 ,2.01130 ,2.06654 ,0.02193 ,2.58438 ,2.59222 ,0.01388 ,1149,0.02899 ,0.20509 ,0.51812 
11490000 ,1.57598 ,1.60109 ,0.02773 ,2.01681 ,1.97877 ,0.01010 ,2.58989 ,2.56832 ,0.00810 ,1150,0.02337 ,0.20369 ,0.52814 
11500000 ,1.57598 ,1.52626 ,0.00712 ,2.01681 ,2.02055 ,0.01274 ,2.58989 ,2.67065 ,0.03180 ,1151,0.03983 ,0.19704 ,0.51416 
11510000 ,1.57598 ,1.61926 ,0.02839 ,2.01681 ,1.98946 ,0.01813 ,2.58989 ,2.61080 ,0.02105 ,1152,0.04229 ,0.19632 ,0.50363 
11520000 ,1.57598 ,1.58865 ,0.04183 ,2.01681 ,1.97723 ,0.01096 ,2.58989 ,2.67078 ,0.02090 ,1153,0.05259 ,0.20633 ,0.51023 
11530000 ,1.57598 ,1.62677 ,0.02230 ,2.01681 ,2.01954 ,0.02560 ,2.58989 ,2.61757 ,0.01222 ,1154,0.03940 ,0.20364 ,0.51378 
11540000 ,1.57598 ,1.61080 ,0.01607 ,2.02232 ,2.06310 ,0.01991 ,2.59540 ,2.68287 ,0.01111 ,1155,0.03378 ,0.22663 ,0.47652 
11550000 ,1.57598 ,1.57560 ,0.02426 ,2.02232 ,2.01256 ,0.02536 ,2.59540 ,2.64976 ,0.02309 ,1156,0.01571 ,0.23112 ,0.48452 
11560000 ,1.58149 ,1.58680 ,0.02325 ,2.02232 ,2.07507 ,0.01308 ,2.59540 ,2.64908 ,0.00293 ,1157,0.01431 ,0.22176 ,0.47889 
11570000 ,1.58149 ,1.59592 ,0.01888 ,2.02232 ,1.94392 ,0.03162 ,2.59540 ,2.72798 ,0.02593 ,1158,0.01621 ,0.22431 ,0.48183 
11580000 ,1.58149 ,1.52884 ,0.02858 ,2.02232 ,1.97753 ,0.01636 ,2.60091 ,2.59057 ,0.01796 ,1159,0.02580 ,0.22880 ,0.48983 
11590000 ,1.58149 ,1.65288 ,0.03288 ,2.02232 ,2.04269 ,0.00540 ,2.60091 ,2.64052 ,0.04820 ,1160,0.02964 ,0.21944 ,0.48523 
11600000 ,1.58149 ,1.60818 ,0.01586 ,2.02783 ,2.08507 ,0.02033 ,2.60091 ,2.63710 ,0.02149 ,1161,0.03333 ,0.22290 ,0.48945 
11610000 ,1.58149 ,1.61974 ,0.02537 ,2.02783 ,1.95329 ,0.00776 ,2.60091 ,2.68108 ,0.02930 ,1162,0.02221 ,0.21332 ,0.49946 
11620000 ,1.58149 ,1.58073 ,0.01248 ,2.02783 ,2.00670 ,0.02980 ,2.60091 ,2.64761 ,0.01659 ,1163,0.01462 ,0.23196 ,0.48600 
11630000 ,1.58149 ,1.62172 ,0.01479 ,2.02783 ,2.09465 ,0.02715 ,2.60642 ,2.64837 ,0.03535 ,1164,0.04358 ,0.22388 ,0.50003 
11640000 ,1.58700 ,1.63099 ,0.01417 ,2.02783 ,2.04417 ,0.01981 ,2.60642 ,2.64274 ,0.03368 ,1165,0.04605 ,0.23423 ,0.49236 
11650000 ,1.58700 ,1.60085 ,0.01590 ,2.02783 ,2.02824 ,0.04281 ,2.60642 ,2.67932 ,0.01741 ,1166,0.02948 ,0.21146 ,0.50612 
11660000 ,1.58700 ,1.65779 ,0.01171 ,2.03334 ,2.07232 ,0.01687 ,2.60642 ,2.62147 ,0.02519 ,1167,0.03403 ,0.21074 ,0.50369 
11670000 ,1.58700 ,1.58306 ,0.04592 ,2.03334 ,2.03713 ,0.01787 ,2.60642 ,2.67835 ,0.01033 ,1168,0.01408 ,0.20605 ,0.50707 
11680000 ,1.58700 ,1.66492 ,0.01286 ,2.03334 ,2.05388 ,0.02508 ,2.61193 ,2.66940 ,0.02521 ,1169,0.02797 ,0.21522 ,0.50620 
11690000 ,1.58700 ,1.63513 ,0.01663 ,2.03334 ,1.96367 ,0.02440 ,2.61193 ,2.69568 ,0.02253 ,1170,0.01841 ,0.22534 ,0.51280 
11700000 ,1.59251 ,1.62412 ,0.02141 ,2.03334 ,2.04962 ,0.01877 ,2.61193 ,2.65000 ,0.02281 ,1171,0.02871 ,0.21725 ,0.51117 
11710000 ,1.59251 ,1.61108 ,0.02103 ,2.03885 ,1.99928 ,0.01725 ,2.61745 ,2.68990 ,0.02083 ,1172,0.04201 ,0.22761 ,0.52118 
11720000 ,1.59251 ,1.66336 ,0.00809 ,2.03885 ,2.06843 ,0.01286 ,2.61745 ,2.62049 ,0.01362 ,1173,0.03720 ,0.19899 ,0.51989 
11730000 ,1.59251 ,1.50933 ,0.02880 ,2.03885 ,2.02827 ,0.01888 ,2.61745 ,2.59833 ,0.00984 ,1174,0.05109 ,0.20077 ,0.52326 
11740000 ,1.59251 ,1.58913 ,0.04050 ,2.03885 ,2.05644 ,0.01387 ,2.61745 ,2.66538 ,0.04213 ,1175,0.02653 ,0.21261 ,0.48572 
11750000 ,1.59251 ,1.65667 ,0.00607 ,2.03885 ,2.10252 ,0.03665 ,2.61745 ,2.64835 ,0.03989 ,1176,0.02091 ,0.21189 ,0.47992 
11760000 ,1.59802 ,1.59229 ,0.02463 ,2.04436 ,2.00891 ,0.00312 ,2.61745 ,2.66406 ,0.01203 ,1177,0.03737 ,0.20721 ,0.49615 
11770000 ,1.59802 ,1.65974 ,0.01371 ,2.04436 ,2.10200 ,0.02938 ,2.62296 ,2.68274 ,0.01241 ,1178,0.02587 ,0.21638 ,0.50589 
11780000 ,1.59802 ,1.56532 ,0.03730 ,2.04436 ,2.08335 ,0.02497 ,2.62296 ,2.64168 ,0.02195 ,1179,0.03617 ,0.23300 ,0.51519 
11790000 ,1.59802 ,1.61518 ,0.03521 ,2.04436 ,2.05357 ,0.02013 ,2.62296 ,2.72797 ,0.04038 ,1180,0.02168 ,0.22491 ,0.52504 
11800000 ,1.59802 ,1.60119 ,0.04057 ,2.04436 ,2.06153 ,0.01789 ,2.62296 ,2.72796 ,0.02229 ,1181,0.01414 ,0.23527 ,0.51894 
11810000 ,1.59802 ,1.54937 ,0.01428 ,2.04987 ,2.07220 ,0.03181 ,2.62847 ,2.63450 ,0.02924 ,1182,0.02803 ,0.20836 ,0.52718 
11820000 ,1.59802 ,1.68003 ,0.02067 ,2.04987 ,2.02095 ,0.02170 ,2.62847 ,2.72842 ,0.00979 ,1183,0.01847 ,0.17706 ,0.49593 
11830000 ,1.59802 ,1.59868 ,0.01896 ,2.04987 ,2.02934 ,0.00626 ,2.62847 ,2.67561 ,0.00946 ,1184,0.02877 ,0.17563 ,0.48647 
11840000 ,1.60353 ,1.64333 ,0.03861 ,2.04987 ,2.07630 ,0.02895 ,2.62847 ,2.75984 ,0.00680 ,1185,0.04051 ,0.17839 ,0.50050 
11850000 ,1.60353 ,1.59551 ,0.01802 ,2.04987 ,2.06986 ,0.01995 ,2.63398 ,2.70225 ,0.02431 ,1186,0.02422 ,0.19587 ,0.50316 
11860000 ,1.60353 ,1.62440 ,0.01961 ,2.04987 ,2.06719 ,0.03100 ,2.63398 ,2.69810 ,0.00408 ,1187,0.01860 ,0.19443 ,0.51318 
11870000 ,1.60353 ,1.63780 ,0.01725 ,2.05538 ,2.04293 ,0.01821 ,2.63398 ,2.70122 ,0.03141 ,1188,0.03494 ,0.19635 ,0.49920 
11880000 ,1.60353 ,1.62171 ,0.02258 ,2.05538 ,2.03218 ,0.01915 ,2.63398 ,2.71031 ,0.02390 ,1189,0.04883 ,0.19183 ,0.51966 
11890000 ,1.60904 ,1.63211 ,0.03272 ,2.05538 ,2.02202 ,0.02231 ,2.63398 ,2.65545 ,0.02320 ,1190,0.01123 ,0.20165 ,0.50105 
11900000 ,1.60904 ,1.63823 ,0.02579 ,2.05538 ,2.05024 ,0.02504 ,2.63398 ,2.76515 ,0.04376 ,1191,0.03686 ,0.20303 ,0.51000 
11910000 ,1.60904 ,1.68154 ,0.02255 ,2.05538 ,2.02568 ,0.02860 ,2.63949 ,2.68648 ,0.03355 ,1192,0.04716 ,0.21276 ,0.52001 
11920000 ,1.60904 ,1.68705 ,0.00631 ,2.06089 ,2.04061 ,0.01800 ,2.63949 ,2.64969 ,0.03365 ,1193,0.03397 ,0.22319 ,0.51630 
11930000 ,1.60904 ,1.61968 ,0.02822 ,2.06089 ,2.03137 ,0.02052 ,2.63949 ,2.68855 ,0.02737 ,1194,0.02835 ,0.22457 ,0.52454 
11940000 ,1.60904 ,1.55195 ,0.01591 ,2.06089 ,2.02790 ,0.01870 ,2.63949 ,2.61698 ,0.01767 ,1195,0.01759 ,0.18964 ,0.51479 
11950000 ,1.60904 ,1.62183 ,0.01662 ,2.06089 ,2.05907 ,0.00743 ,2.63949 ,2.70639 ,0.01566 ,1196,0.04656 ,0.18260 ,0.51976 
11960000 ,1.60904 ,1.69016 ,0.02539 ,2.06089 ,2.06310 ,0.03726 ,2.64500 ,2.72318 ,0.03031 ,1197,0.04903 ,0.21140 ,0.52313 
11970000 ,1.61455 ,1.58312 ,0.03792 ,2.06640 ,2.05632 ,0.01702 ,2.64500 ,2.75217 ,0.00224 ,1198,0.03246 ,0.20744 ,0.48980 
11980000 ,1.61455 ,1.65361 ,0.02649 ,2.06640 ,2.05566 ,0.02179 ,2.64500 ,2.70810 ,0.01266 ,1199,0.02549 ,0.20715 ,0.49639 
11990000 ,1.61455 ,1.59418 ,0.03247 ,2.06640 ,2.03691 ,0.00318 ,2.65051 ,2.69949 ,0.03096 ,1200,0.02796 ,0.19294 ,0.49994 
12000000 ,1.61455 ,1.65123 ,0.01867 ,2.06640 ,2.06179 ,0.00726 ,2.65051 ,2.74717 ,0.02104 ,1201,0.01291 ,0.20856 ,0.49643 
12010000 ,1.61455 ,1.65418 ,0.01005 ,2.06640 ,2.10639 ,0.02315 ,2.65051 ,2.74144 ,0.00180 ,1202,0.02724 ,0.21899 ,0.50302 
12020000 ,1.61455 ,1.66203 ,0.00611 ,2.06640 ,2.10601 ,0.02369 ,2.65051 ,2.67421 ,0.01598 ,1203,0.02774 ,0.22037 ,0.50139 
12030000 ,1.61455 ,1.67039 ,0.01226 ,2.07191 ,2.09018 ,0.03657 ,2.65051 ,2.67766 ,0.01243 ,1204,0.05228 ,0.20965 ,0.51140 
12040000 ,1.61455 ,1.63347 ,0.02752 ,2.07191 ,2.03853 ,0.02869 ,2.65602 ,2.65052 ,0.01155 ,1205,0.05475 ,0.20826 ,0.51011 
12050000 ,1.62006 ,1.60610 ,0.02956 ,2.07191 ,2.06170 ,0.01770 ,2.65602 ,2.72164 ,0.02323 ,1206,0.03818 ,0.19596 ,0.51349 
12060000 ,1.62006 ,1.64002 ,0.02557 ,2.07191 ,2.05918 ,0.01743 ,2.65602 ,2.75117 ,0.01777 ,1207,0.02644 ,0.19453 ,0.51823 
12070000 ,1.62006 ,1.64721 ,0.01104 ,2.07191 ,2.11795 ,0.02539 ,2.65602 ,2.75355 ,0.01092 ,1208,0.04077 ,0.19759 ,0.52320 
12080000 ,1.62006 ,1.63201 ,0.01236 ,2.07191 ,2.11127 ,0.02043 ,2.65602 ,2.71760 ,0.01343 ,1209,0.02605 ,0.19528 ,0.52658 
12090000 ,1.62557 ,1.64384 ,0.00499 ,2.07742 ,2.09465 ,0.02178 ,2.66153 ,2.71669 ,0.01725 ,1210,0.03635 ,0.19726 ,0.49451 
12100000 ,1.62557 ,1.65203 ,0.02029 ,2.07742 ,2.05391 ,0.02172 ,2.66153 ,2.75914 ,0.03177 ,1211,0.04027 ,0.19274 ,0.49517 
12110000 ,1.62557 ,1.63405 ,0.02338 ,2.07742 ,2.13511 ,0.01387 ,2.66153 ,2.69616 ,0.02026 ,1212,0.05057 ,0.19184 ,0.53053 
12120000 ,1.62557 ,1.68335 ,0.01369 ,2.07742 ,2.06960 ,0.01877 ,2.66153 ,2.72393 ,0.03303 ,1213,0.03608 ,0.20866 ,0.51996 
12130000 ,1.62557 ,1.62765 ,0.04534 ,2.07742 ,2.07804 ,0.02488 ,2.66704 ,2.73032 ,0.03877 ,1214,0.01972 ,0.20723 ,0.48481 
12140000 ,1.62557 ,1.65880 ,0.01140 ,2.08293 ,2.04035 ,0.01085 ,2.66704 ,2.66172 ,0.02155 ,1215,0.02022 ,0.20914 ,0.48607 
12150000 ,1.62557 ,1.71179 ,0.00405 ,2.08293 ,2.06697 ,0.04010 ,2.66704 ,2.68022 ,0.02872 ,1216,0.03393 ,0.20463 ,0.50028 
12160000 ,1.62557 ,1.65358 ,0.01559 ,2.08293 ,2.08025 ,0.02968 ,2.66704 ,2.75720 ,0.01727 ,1217,0.03443 ,0.21583 ,0.49931 
12170000 ,1.63108 ,1.57482 ,0.02610 ,2.08293 ,2.10762 ,0.03516 ,2.66704 ,2.66623 ,0.02065 ,1218,0.01069 ,0.21515 ,0.50548 
12180000 ,1.63108 ,1.56496 ,0.00705 ,2.08293 ,2.05955 ,0.02590 ,2.67255 ,2.72513 ,0.06334 ,1219,0.01119 ,0.21284 ,0.50866 
12190000 ,1.63108 ,1.66589 ,0.01065 ,2.08845 ,2.12932 ,0.02182 ,2.67255 ,2.70989 ,0.02428 ,1220,0.02490 ,0.21379 ,0.47553 
12200000 ,1.63108 ,1.65423 ,0.03465 ,2.08845 ,2.12082 ,0.03420 ,2.67255 ,2.70982 ,0.01174 ,1221,0.02540 ,0.20983 ,0.51149 
12210000 ,1.63108 ,1.67462 ,0.00918 ,2.08845 ,2.13629 ,0.00780 ,2.67255 ,2.78311 ,0.00196 ,1222,0.01767 ,0.22224 ,0.52337 
12220000 ,1.63108 ,1.59476 ,0.01873 ,2.08845 ,2.07693 ,0.02203 ,2.67806 ,2.76955 ,0.02503 ,1223,0.02288 ,0.18877 ,0.49051 
12230000 ,1.63108 ,1.62543 ,0.01710 ,2.08845 ,2.09613 ,0.00835 ,2.67806 ,2.68729 ,0.03020 ,1224,0.02704 ,0.18647 ,0.49850 
12240000 ,1.63659 ,1.65801 ,0.02110 ,2.08845 ,2.11568 ,0.01594 ,2.67806 ,2.67125 ,0.01389 ,1225,0.00419 ,0.20853 ,0.49583 
12250000 ,1.63659 ,1.69283 ,0.02175 ,2.09396 ,2.04554 ,0.00600 ,2.67806 ,2.73639 ,0.00912 ,1226,0.00916 ,0.20714 ,0.49943 
12260000 ,1.63659 ,1.67736 ,0.00658 ,2.09396 ,2.07972 ,0.01733 ,2.68357 ,2.69238 ,0.03183 ,1227,0.02357 ,0.20049 ,0.50555 
12270000 ,1.63659 ,1.69278 ,0.02754 ,2.09396 ,2.07889 ,0.00992 ,2.68357 ,2.77235 ,0.03076 ,1228,0.02604 ,0.19977 ,0.49097 
12280000 ,1.63659 ,1.62898 ,0.01698 ,2.09396 ,2.10639 ,0.02508 ,2.68357 ,2.75773 ,0.03331 ,1229,0.00814 ,0.20978 ,0.47392 
12290000 ,1.63659 ,1.67741 ,0.00280 ,2.09396 ,2.09191 ,0.03755 ,2.68357 ,2.73413 ,0.02708 ,1230,0.01310 ,0.20709 ,0.49252 
12300000 ,1.64210 ,1.69050 ,0.01611 ,2.09396 ,2.11002 ,0.03748 ,2.68357 ,2.71409 ,0.01417 ,1231,0.01720 ,0.20789 ,0.50278 
12310000 ,1.64210 ,1.71274 ,0.00826 ,2.09947 ,2.02234 ,0.02332 ,2.68357 ,2.70122 ,0.00717 ,1232,0.02637 ,0.20717 ,0.51092 
12320000 ,1.64210 ,1.66347 ,0.00815 ,2.09947 ,2.09872 ,0.00633 ,2.68908 ,2.73578 ,0.04003 ,1233,0.02884 ,0.19652 ,0.49169 
12330000 ,1.64210 ,1.66352 ,0.02023 ,2.09947 ,2.10257 ,0.01012 ,2.68908 ,2.71940 ,0.02456 ,1234,0.01379 ,0.20259 ,0.50619 
12340000 ,1.64210 ,1.69468 ,0.01882 ,2.09947 ,2.10519 ,0.02617 ,2.68908 ,2.78271 ,0.00722 ,1235,0.01890 ,0.21820 ,0.47262 
12350000 ,1.64210 ,1.63741 ,0.04017 ,2.09947 ,2.11200 ,0.00628 ,2.68908 ,2.68230 ,0.01580 ,1236,0.02121 ,0.21590 ,0.48061 
12360000 ,1.64210 ,1.70787 ,0.01993 ,2.10498 ,2.09611 ,0.03265 ,2.68908 ,2.71498 ,0.00799 ,1237,0.02617 ,0.23132 ,0.45935 
12370000 ,1.64761 ,1.70662 ,0.02044 ,2.10498 ,2.08706 ,0.01035 ,2.69459 ,2.71298 ,0.00625 ,1238,0.03027 ,0.22863 ,0.47795 
12380000 ,1.64761 ,1.64515 ,0.01183 ,2.10498 ,2.10219 ,0.01622 ,2.69459 ,2.72132 ,0.01262 ,1239,0.03952 ,0.21183 ,0.47181 
12390000 ,1.64761 ,1.64904 ,0.02564 ,2.10498 ,2.16241 ,0.02291 ,2.69459 ,2.75203 ,0.02370 ,1240,0.02480 ,0.21790 ,0.48155 
12400000 ,1.64761 ,1.72042 ,0.01841 ,2.10498 ,2.12216 ,0.03185 ,2.70010 ,2.68662 ,0.01241 ,1241,0.03510 ,0.20386 ,0.48788 
12410000 ,1.64761 ,1.66946 ,0.02903 ,2.11049 ,2.06894 ,0.00723 ,2.70010 ,2.76043 ,0.04089 ,1242,0.03767 ,0.20247 ,0.49588 
12420000 ,1.64761 ,1.66073 ,0.00609 ,2.11049 ,2.17981 ,0.02807 ,2.70010 ,2.80008 ,0.01207 ,1243,0.04084 ,0.19582 ,0.49128 
12430000 ,1.64761 ,1.66636 ,0.00835 ,2.11049 ,2.05353 ,0.02128 ,2.70010 ,2.84530 ,0.00540 ,1244,0.04330 ,0.19510 ,0.50504 
12440000 ,1.64761 ,1.68687 ,0.01072 ,2.11049 ,2.09490 ,0.02953 ,2.70010 ,2.81631 ,0.04234 ,1245,0.02826 ,0.20511 ,0.49550 
12450000 ,1.65312 ,1.67232 ,0.01033 ,2.11049 ,2.10492 ,0.01792 ,2.70010 ,2.79002 ,0.01000 ,1246,0.04188 ,0.20241 ,0.50551 
12460000 ,1.65312 ,1.70691 ,0.03266 ,2.11049 ,2.09371 ,0.02773 ,2.70561 ,2.78264 ,0.01293 ,1247,0.00816 ,0.22066 ,0.49300 
12470000 ,1.65312 ,1.62405 ,0.03365 ,2.11600 ,2.10426 ,0.01669 ,2.70561 ,2.78152 ,0.02744 ,1248,0.01850 ,0.21994 ,0.51160 
12480000 ,1.65312 ,1.74062 ,0.03336 ,2.11600 ,2.14151 ,0.03081 ,2.70561 ,2.78889 ,0.02296 ,1249,0.01619 ,0.21525 ,0.50581 
12490000 ,1.65312 ,1.66627 ,0.02335 ,2.11600 ,2.15240 ,0.00556 ,2.70561 ,2.75803 ,0.03295 ,1250,0.02630 ,0.22442 ,0.51957 
12500000 ,1.65312 ,1.62537 ,0.01742 ,2.11600 ,2.15289 ,0.02416 ,2.70561 ,2.78573 ,0.01383 ,1251,0.00921 ,0.22461 ,0.51004 
