j,"S_th(0,0)","S_exp(0,0)-M","S_exp(0,0)-SD","S_th(-10,10)","S_exp(-10,10)-M","S_exp(-10,10)-SD","S_th(15,-15)","S_exp(15,-15)-M","S_exp(15,-15)-SD",j_subfigure,"S_subfigure(0,0)","S_subfigure(-10,10)","S_subfigure(15,-15)"
21090000 ,2.38601 ,2.42925 ,0.00406 ,2.99215 ,2.99959 ,0.01200 ,3.71953 ,3.68130 ,0.02362 ,2110,0.03353 ,0.18719 ,0.51917 
21100000 ,2.38601 ,2.40867 ,0.03764 ,2.99215 ,3.01437 ,0.03876 ,3.71953 ,3.83603 ,0.04051 ,2111,0.04412 ,0.18924 ,0.50500 
21110000 ,2.38601 ,2.40917 ,0.00926 ,2.99215 ,2.96849 ,0.03219 ,3.71953 ,3.76201 ,0.01568 ,2112,0.04908 ,0.19366 ,0.50641 
21120000 ,2.38601 ,2.41131 ,0.04301 ,2.99766 ,3.01567 ,0.03023 ,3.71953 ,3.80064 ,0.00783 ,2113,0.04003 ,0.20519 ,0.51170 
21130000 ,2.38601 ,2.40198 ,0.03317 ,2.99766 ,3.02297 ,0.05282 ,3.72504 ,3.77262 ,0.03054 ,2114,0.04698 ,0.18127 ,0.51969 
21140000 ,2.39152 ,2.43776 ,0.02008 ,2.99766 ,2.96995 ,0.00775 ,3.72504 ,3.81258 ,0.06627 ,2115,0.03566 ,0.21668 ,0.52941 
21150000 ,2.39152 ,2.42663 ,0.01498 ,2.99766 ,3.01955 ,0.02274 ,3.72504 ,3.85554 ,0.02900 ,2116,0.03885 ,0.21529 ,0.52452 
21160000 ,2.39152 ,2.42970 ,0.03455 ,2.99766 ,3.06833 ,0.01405 ,3.72504 ,3.80440 ,0.00173 ,2117,0.04877 ,0.19656 ,0.54209 
21170000 ,2.39152 ,2.43233 ,0.03031 ,3.00317 ,2.94857 ,0.03641 ,3.72504 ,3.80556 ,0.02093 ,2118,0.05572 ,0.20589 ,0.52608 
21180000 ,2.39152 ,2.42774 ,0.02087 ,3.00317 ,3.05471 ,0.04684 ,3.73055 ,3.82193 ,0.04532 ,2119,0.04201 ,0.20386 ,0.53593 
21190000 ,2.39152 ,2.44330 ,0.03162 ,3.00317 ,3.02881 ,0.03821 ,3.73055 ,3.78848 ,0.00237 ,2120,0.05234 ,0.21384 ,0.51045 
21200000 ,2.39703 ,2.36526 ,0.01731 ,3.00317 ,2.98464 ,0.00888 ,3.73055 ,3.79079 ,0.03791 ,2121,0.05554 ,0.21497 ,0.52570 
21210000 ,2.39703 ,2.38095 ,0.03797 ,3.00868 ,2.96707 ,0.02020 ,3.73055 ,3.81086 ,0.01017 ,2122,0.05279 ,0.19914 ,0.53555 
21220000 ,2.39703 ,2.45723 ,0.02540 ,3.00868 ,2.95435 ,0.00746 ,3.73055 ,3.80887 ,0.01032 ,2123,0.04673 ,0.19945 ,0.47114 
21230000 ,2.39703 ,2.40391 ,0.01868 ,3.00868 ,3.00513 ,0.02367 ,3.73606 ,3.82939 ,0.01290 ,2124,0.04920 ,0.20862 ,0.48360 
21240000 ,2.40254 ,2.44457 ,0.01870 ,3.00868 ,3.00514 ,0.01837 ,3.73606 ,3.79521 ,0.05722 ,2125,0.03577 ,0.21593 ,0.50685 
21250000 ,2.40254 ,2.39146 ,0.02277 ,3.00868 ,3.00486 ,0.04030 ,3.73606 ,3.83306 ,0.02444 ,2126,0.04607 ,0.21450 ,0.50656 
21260000 ,2.40254 ,2.44993 ,0.02734 ,3.01419 ,2.99917 ,0.03214 ,3.73606 ,3.82762 ,0.02184 ,2127,0.02996 ,0.21771 ,0.50311 
21270000 ,2.40254 ,2.36505 ,0.01578 ,3.01419 ,3.00983 ,0.02507 ,3.74157 ,3.83709 ,0.02701 ,2128,0.03955 ,0.21432 ,0.48594 
21280000 ,2.40254 ,2.38899 ,0.01984 ,3.01419 ,3.05638 ,0.03463 ,3.74157 ,3.82008 ,0.01278 ,2129,0.04161 ,0.21202 ,0.50440 
21290000 ,2.40254 ,2.37703 ,0.03268 ,3.01419 ,3.05681 ,0.05412 ,3.74157 ,3.81340 ,0.01953 ,2130,0.03211 ,0.21302 ,0.51116 
21300000 ,2.40254 ,2.39889 ,0.02517 ,3.01419 ,3.03880 ,0.00914 ,3.74157 ,3.80990 ,0.01220 ,2131,0.03530 ,0.21811 ,0.51940 
21310000 ,2.40805 ,2.43980 ,0.01872 ,3.01419 ,3.10113 ,0.02611 ,3.74157 ,3.79272 ,0.01727 ,2132,0.05673 ,0.23090 ,0.50457 
21320000 ,2.40805 ,2.40299 ,0.02571 ,3.01970 ,3.05163 ,0.03777 ,3.74708 ,3.81269 ,0.00586 ,2133,0.06703 ,0.21677 ,0.51431 
21330000 ,2.40805 ,2.42152 ,0.03288 ,3.01970 ,3.02954 ,0.01928 ,3.74708 ,3.74894 ,0.03227 ,2134,0.04891 ,0.22624 ,0.52361 
21340000 ,2.40805 ,2.39430 ,0.03045 ,3.01970 ,3.01163 ,0.02772 ,3.74708 ,3.72263 ,0.02234 ,2135,0.05065 ,0.23541 ,0.52736 
21350000 ,2.40805 ,2.44236 ,0.01412 ,3.01970 ,3.00548 ,0.03963 ,3.74708 ,3.79158 ,0.02555 ,2136,0.04116 ,0.19955 ,0.53560 
21360000 ,2.40805 ,2.40987 ,0.03900 ,3.01970 ,3.04194 ,0.01308 ,3.74708 ,3.78983 ,0.04333 ,2137,0.06643 ,0.19815 ,0.49327 
21370000 ,2.41356 ,2.46952 ,0.03531 ,3.01970 ,3.04606 ,0.03308 ,3.75259 ,3.77242 ,0.01175 ,2138,0.07602 ,0.18780 ,0.48747 
21380000 ,2.41356 ,2.46025 ,0.03158 ,3.02521 ,3.04360 ,0.03662 ,3.75259 ,3.81488 ,0.02160 ,2139,0.05367 ,0.18329 ,0.50370 
21390000 ,2.41356 ,2.46898 ,0.04371 ,3.02521 ,2.98790 ,0.03001 ,3.75259 ,3.81514 ,0.01775 ,2140,0.05686 ,0.18635 ,0.51344 
21400000 ,2.41356 ,2.43681 ,0.02460 ,3.02521 ,3.03974 ,0.00740 ,3.75810 ,3.84677 ,0.00618 ,2141,0.06361 ,0.18239 ,0.52274 
21410000 ,2.41356 ,2.45430 ,0.02731 ,3.02521 ,3.01745 ,0.03894 ,3.75810 ,3.79581 ,0.01389 ,2142,0.05412 ,0.21847 ,0.53259 
21420000 ,2.41907 ,2.44469 ,0.02964 ,3.03073 ,3.02691 ,0.00387 ,3.75810 ,3.79207 ,0.02070 ,2143,0.04980 ,0.21451 ,0.52649 
21430000 ,2.41907 ,2.40950 ,0.01994 ,3.03073 ,3.08356 ,0.03493 ,3.75810 ,3.82058 ,0.01343 ,2144,0.05939 ,0.21461 ,0.53473 
21440000 ,2.41907 ,2.49577 ,0.01152 ,3.03073 ,3.03242 ,0.01098 ,3.75810 ,3.79934 ,0.03019 ,2145,0.05314 ,0.21614 ,0.49061 
21450000 ,2.41907 ,2.46189 ,0.03121 ,3.03073 ,3.01447 ,0.00546 ,3.76361 ,3.80376 ,0.01120 ,2146,0.05891 ,0.20211 ,0.50000 
21460000 ,2.41907 ,2.45676 ,0.02445 ,3.03073 ,3.06724 ,0.02864 ,3.76361 ,3.81790 ,0.01973 ,2147,0.06851 ,0.20067 ,0.50505 
21470000 ,2.41907 ,2.47144 ,0.01028 ,3.03624 ,3.02782 ,0.01045 ,3.76361 ,3.81437 ,0.01538 ,2148,0.04963 ,0.20259 ,0.50611 
21480000 ,2.41907 ,2.47150 ,0.02577 ,3.03624 ,3.07760 ,0.02603 ,3.76361 ,3.76901 ,0.03629 ,2149,0.04196 ,0.19807 ,0.52391 
21490000 ,2.42458 ,2.42664 ,0.04184 ,3.03624 ,2.99616 ,0.01846 ,3.76361 ,3.83780 ,0.05724 ,2150,0.05853 ,0.20788 ,0.50459 
21500000 ,2.42458 ,2.44413 ,0.02648 ,3.03624 ,3.03871 ,0.03263 ,3.76361 ,3.77434 ,0.01048 ,2151,0.03785 ,0.20927 ,0.50600 
21510000 ,2.42458 ,2.41050 ,0.02774 ,3.03624 ,3.05049 ,0.02052 ,3.76912 ,3.86009 ,0.03060 ,2152,0.07168 ,0.21224 ,0.51128 
21520000 ,2.42458 ,2.38083 ,0.01825 ,3.04175 ,2.99856 ,0.01632 ,3.76912 ,3.87089 ,0.03396 ,2153,0.06828 ,0.21080 ,0.51928 
21530000 ,2.42458 ,2.45701 ,0.01065 ,3.04175 ,3.02268 ,0.03275 ,3.76912 ,3.79902 ,0.01389 ,2154,0.04761 ,0.21401 ,0.52900 
21540000 ,2.42458 ,2.46700 ,0.01478 ,3.04175 ,3.05302 ,0.02616 ,3.77463 ,3.84122 ,0.02284 ,2155,0.03326 ,0.21246 ,0.52411 
21550000 ,2.43009 ,2.49654 ,0.01114 ,3.04175 ,3.05639 ,0.02654 ,3.77463 ,3.84021 ,0.02352 ,2156,0.04812 ,0.20794 ,0.54168 
21560000 ,2.43009 ,2.45332 ,0.00903 ,3.04175 ,2.98889 ,0.02124 ,3.77463 ,3.79200 ,0.03707 ,2157,0.03862 ,0.22013 ,0.52567 
21570000 ,2.43009 ,2.43307 ,0.02989 ,3.04175 ,3.11733 ,0.02415 ,3.77463 ,3.82572 ,0.01161 ,2158,0.04181 ,0.20469 ,0.53552 
21580000 ,2.43009 ,2.52037 ,0.02857 ,3.04726 ,2.98916 ,0.02083 ,3.77463 ,3.76911 ,0.01484 ,2159,0.03834 ,0.23332 ,0.51003 
21590000 ,2.43560 ,2.50742 ,0.01960 ,3.04726 ,3.08795 ,0.02105 ,3.78014 ,3.83808 ,0.04170 ,2160,0.05726 ,0.22653 ,0.52529 
21600000 ,2.43560 ,2.47519 ,0.03144 ,3.04726 ,3.06966 ,0.01484 ,3.78014 ,3.83268 ,0.00840 ,2161,0.05213 ,0.20181 ,0.53514 
21610000 ,2.43560 ,2.47830 ,0.02460 ,3.04726 ,3.12301 ,0.02414 ,3.78014 ,3.88071 ,0.04672 ,2162,0.04263 ,0.20601 ,0.49666 
21620000 ,2.43560 ,2.50145 ,0.01551 ,3.04726 ,3.06290 ,0.03135 ,3.78014 ,3.78963 ,0.02266 ,2163,0.04582 ,0.20370 ,0.50941 
21630000 ,2.43560 ,2.38903 ,0.01441 ,3.05277 ,3.00545 ,0.02183 ,3.78014 ,3.85256 ,0.01480 ,2164,0.05943 ,0.20470 ,0.51738 
21640000 ,2.43560 ,2.46739 ,0.01167 ,3.05277 ,3.08774 ,0.02679 ,3.78565 ,3.87933 ,0.02071 ,2165,0.04788 ,0.20979 ,0.51827 
21650000 ,2.43560 ,2.38666 ,0.00802 ,3.05277 ,3.04610 ,0.02154 ,3.78565 ,3.88781 ,0.02146 ,2166,0.06012 ,0.21695 ,0.52147 
21660000 ,2.44111 ,2.46540 ,0.03049 ,3.05277 ,3.04173 ,0.02275 ,3.78565 ,3.84530 ,0.01817 ,2167,0.06972 ,0.21038 ,0.51001 
21670000 ,2.44111 ,2.46991 ,0.01106 ,3.05828 ,3.04060 ,0.02346 ,3.78565 ,3.77910 ,0.03662 ,2168,0.05974 ,0.21047 ,0.50421 
21680000 ,2.44111 ,2.48096 ,0.00713 ,3.05828 ,2.99758 ,0.02748 ,3.79116 ,3.81269 ,0.03055 ,2169,0.04997 ,0.21201 ,0.51845 
21690000 ,2.44111 ,2.52251 ,0.01134 ,3.05828 ,3.08785 ,0.02451 ,3.79116 ,3.77175 ,0.01051 ,2170,0.04184 ,0.23282 ,0.51911 
21700000 ,2.44111 ,2.44797 ,0.01967 ,3.05828 ,3.09420 ,0.03071 ,3.79116 ,3.84783 ,0.02264 ,2171,0.04601 ,0.22603 ,0.52721 
21710000 ,2.44111 ,2.43067 ,0.03454 ,3.05828 ,3.06152 ,0.04678 ,3.79116 ,3.84451 ,0.04778 ,2172,0.03646 ,0.21878 ,0.53364 
21720000 ,2.44111 ,2.49455 ,0.04034 ,3.05828 ,3.06708 ,0.01596 ,3.79116 ,3.83305 ,0.03033 ,2173,0.03243 ,0.22017 ,0.53564 
21730000 ,2.44662 ,2.48258 ,0.01725 ,3.06379 ,3.11942 ,0.03751 ,3.79667 ,3.85534 ,0.03786 ,2174,0.03660 ,0.22407 ,0.49070 
21740000 ,2.44662 ,2.48669 ,0.03360 ,3.06379 ,3.03908 ,0.02761 ,3.79667 ,3.86842 ,0.02169 ,2175,0.01375 ,0.20994 ,0.50930 
21750000 ,2.44662 ,2.47097 ,0.02020 ,3.06379 ,3.07975 ,0.01516 ,3.79667 ,3.87828 ,0.02534 ,2176,0.01871 ,0.21942 ,0.50140 
21760000 ,2.44662 ,2.39812 ,0.01873 ,3.06379 ,3.09094 ,0.04578 ,3.79667 ,3.79467 ,0.02813 ,2177,0.03313 ,0.22858 ,0.50753 
21770000 ,2.45213 ,2.46648 ,0.05859 ,3.06379 ,3.08341 ,0.02203 ,3.80218 ,3.86923 ,0.01593 ,2178,0.03560 ,0.20993 ,0.52613 
21780000 ,2.45213 ,2.52712 ,0.03085 ,3.06930 ,3.09293 ,0.04953 ,3.80218 ,3.90694 ,0.02380 ,2179,0.02968 ,0.20854 ,0.52034 
21790000 ,2.45213 ,2.46618 ,0.03340 ,3.06930 ,3.01983 ,0.03079 ,3.80218 ,3.80711 ,0.02007 ,2180,0.03175 ,0.19674 ,0.53410 
21800000 ,2.45213 ,2.45743 ,0.01203 ,3.06930 ,3.06809 ,0.03077 ,3.80218 ,3.89875 ,0.02573 ,2181,0.03421 ,0.21196 ,0.52456 
21810000 ,2.45213 ,2.46794 ,0.02124 ,3.06930 ,3.09717 ,0.02964 ,3.80769 ,3.87814 ,0.02193 ,2182,0.03453 ,0.22073 ,0.52562 
21820000 ,2.45213 ,2.49202 ,0.00785 ,3.06930 ,3.08520 ,0.04154 ,3.80769 ,3.82290 ,0.02276 ,2183,0.03869 ,0.21621 ,0.52871 
21830000 ,2.45213 ,2.53760 ,0.01329 ,3.07481 ,3.10610 ,0.04320 ,3.80769 ,3.80753 ,0.02266 ,2184,0.02915 ,0.20523 ,0.53601 
21840000 ,2.45764 ,2.45304 ,0.03308 ,3.07481 ,3.15473 ,0.02435 ,3.80769 ,3.79714 ,0.03158 ,2185,0.03935 ,0.20383 ,0.53707 
21850000 ,2.45764 ,2.48304 ,0.03210 ,3.07481 ,3.05296 ,0.01214 ,3.80769 ,3.81154 ,0.04110 ,2186,0.01940 ,0.19349 ,0.50470 
21860000 ,2.45764 ,2.49146 ,0.02656 ,3.07481 ,3.07148 ,0.01834 ,3.81320 ,3.90380 ,0.03613 ,2187,0.03329 ,0.18897 ,0.49890 
21870000 ,2.45764 ,2.44144 ,0.02006 ,3.07481 ,3.11503 ,0.01183 ,3.81320 ,3.87430 ,0.01710 ,2188,0.02373 ,0.19203 ,0.51513 
21880000 ,2.45764 ,2.51813 ,0.03005 ,3.08032 ,3.10499 ,0.03550 ,3.81320 ,3.84867 ,0.01261 ,2189,0.03403 ,0.18807 ,0.52487 
21890000 ,2.46316 ,2.43155 ,0.02811 ,3.08032 ,3.10276 ,0.03387 ,3.81320 ,3.84564 ,0.02319 ,2190,0.03504 ,0.22415 ,0.53417 
21900000 ,2.46316 ,2.51400 ,0.02911 ,3.08032 ,3.01859 ,0.00469 ,3.81320 ,3.89041 ,0.01159 ,2191,0.02032 ,0.20111 ,0.54402 
21910000 ,2.46316 ,2.46122 ,0.02701 ,3.08032 ,3.01247 ,0.03439 ,3.81872 ,3.90956 ,0.01038 ,2192,0.03062 ,0.20988 ,0.53792 
21920000 ,2.46316 ,2.54003 ,0.02716 ,3.08032 ,3.09420 ,0.02270 ,3.81872 ,3.87179 ,0.02229 ,2193,0.03366 ,0.20536 ,0.54616 
21930000 ,2.46316 ,2.41565 ,0.02821 ,3.08583 ,3.04079 ,0.04024 ,3.81872 ,3.84468 ,0.00880 ,2194,0.01498 ,0.21463 ,0.50645 
21940000 ,2.46867 ,2.54151 ,0.05094 ,3.08583 ,3.13130 ,0.02221 ,3.82423 ,3.89640 ,0.03480 ,2195,0.01994 ,0.21194 ,0.50711 
21950000 ,2.46867 ,2.45683 ,0.01478 ,3.08583 ,3.10917 ,0.00304 ,3.82423 ,3.94601 ,0.01384 ,2196,0.05242 ,0.20070 ,0.51370 
21960000 ,2.46867 ,2.53813 ,0.03535 ,3.08583 ,3.06571 ,0.02305 ,3.82423 ,3.85769 ,0.02989 ,2197,0.03247 ,0.21633 ,0.50287 
21970000 ,2.46867 ,2.50946 ,0.02898 ,3.08583 ,3.11552 ,0.04390 ,3.82423 ,3.88139 ,0.01979 ,2198,0.04636 ,0.18828 ,0.51568 
21980000 ,2.46867 ,2.51464 ,0.02882 ,3.08583 ,3.10698 ,0.01870 ,3.82423 ,3.87233 ,0.00640 ,2199,0.03680 ,0.19024 ,0.51990 
21990000 ,2.46867 ,2.52981 ,0.03870 ,3.09134 ,3.09699 ,0.02242 ,3.82974 ,3.84817 ,0.02898 ,2200,0.04710 ,0.18793 ,0.52097 
22000000 ,2.46867 ,2.44211 ,0.04985 ,3.09134 ,3.13414 ,0.05526 ,3.82974 ,3.95318 ,0.03445 ,2201,0.03560 ,0.20900 ,0.49740 
22010000 ,2.47417 ,2.44962 ,0.02384 ,3.09134 ,3.10480 ,0.03138 ,3.82974 ,3.93753 ,0.06364 ,2202,0.04056 ,0.20699 ,0.51266 
22020000 ,2.47417 ,2.56332 ,0.03099 ,3.09134 ,3.14913 ,0.04914 ,3.82974 ,3.89437 ,0.00521 ,2203,0.03613 ,0.21576 ,0.52251 
22030000 ,2.47417 ,2.56314 ,0.01514 ,3.09685 ,3.09998 ,0.00680 ,3.82974 ,3.91571 ,0.02473 ,2204,0.05002 ,0.21124 ,0.51656 
22040000 ,2.47417 ,2.51740 ,0.01017 ,3.09685 ,3.13790 ,0.00971 ,3.82974 ,3.88675 ,0.03145 ,2205,0.03724 ,0.22850 ,0.51538 
22050000 ,2.47417 ,2.50413 ,0.03515 ,3.09685 ,3.12118 ,0.03773 ,3.83525 ,3.92091 ,0.00771 ,2206,0.04684 ,0.18973 ,0.52198 
22060000 ,2.47417 ,2.45162 ,0.02927 ,3.09685 ,3.11362 ,0.00902 ,3.83525 ,3.89373 ,0.03156 ,2207,0.05516 ,0.19168 ,0.53089 
22070000 ,2.47968 ,2.48464 ,0.04909 ,3.09685 ,3.08519 ,0.02682 ,3.83525 ,3.84829 ,0.02203 ,2208,0.05763 ,0.18938 ,0.54074 
22080000 ,2.47968 ,2.43702 ,0.00490 ,3.10236 ,3.11432 ,0.00727 ,3.84076 ,3.93704 ,0.02661 ,2209,0.04420 ,0.20683 ,0.53849 
22090000 ,2.47968 ,2.56890 ,0.01701 ,3.10236 ,3.07165 ,0.01364 ,3.84076 ,3.87623 ,0.01407 ,2210,0.05450 ,0.20539 ,0.54675 
22100000 ,2.47968 ,2.53134 ,0.02713 ,3.10236 ,3.09675 ,0.03561 ,3.84076 ,3.89897 ,0.01923 ,2211,0.03838 ,0.20730 ,0.53549 
22110000 ,2.48519 ,2.53634 ,0.01382 ,3.10236 ,3.17129 ,0.03579 ,3.84076 ,3.88647 ,0.02875 ,2212,0.04798 ,0.20279 ,0.53656 
22120000 ,2.48519 ,2.52723 ,0.01336 ,3.10236 ,3.07277 ,0.01811 ,3.84076 ,3.90930 ,0.03557 ,2213,0.03418 ,0.21260 ,0.54233 
22130000 ,2.48519 ,2.49109 ,0.01472 ,3.10236 ,3.11014 ,0.01886 ,3.84627 ,3.90889 ,0.02727 ,2214,0.03624 ,0.21399 ,0.51934 
22140000 ,2.48519 ,2.47214 ,0.04858 ,3.10787 ,3.10981 ,0.01346 ,3.84627 ,3.94905 ,0.02255 ,2215,0.03871 ,0.21696 ,0.52577 
22150000 ,2.48519 ,2.54090 ,0.01345 ,3.10787 ,3.10086 ,0.00576 ,3.84627 ,3.95825 ,0.02281 ,2216,0.04950 ,0.21552 ,0.52778 
22160000 ,2.48519 ,2.44969 ,0.02817 ,3.10787 ,3.12618 ,0.01791 ,3.84627 ,3.93370 ,0.03129 ,2217,0.03479 ,0.21873 ,0.50855 
22170000 ,2.48519 ,2.45639 ,0.01904 ,3.10787 ,3.12066 ,0.04120 ,3.84627 ,3.91659 ,0.01762 ,2218,0.04509 ,0.21718 ,0.51829 
22180000 ,2.49070 ,2.44728 ,0.01063 ,3.11338 ,3.12058 ,0.00599 ,3.85178 ,3.82175 ,0.01427 ,2219,0.05937 ,0.21266 ,0.52759 
22190000 ,2.49070 ,2.48157 ,0.03916 ,3.11338 ,3.11378 ,0.00569 ,3.85178 ,3.90511 ,0.04703 ,2220,0.06183 ,0.22485 ,0.53744 
22200000 ,2.49070 ,2.51399 ,0.03195 ,3.11338 ,3.13409 ,0.01967 ,3.85178 ,3.92161 ,0.03102 ,2221,0.04841 ,0.20941 ,0.53134 
22210000 ,2.49070 ,2.54507 ,0.04943 ,3.11338 ,3.07676 ,0.02768 ,3.85178 ,3.92171 ,0.01023 ,2222,0.05871 ,0.23804 ,0.53958 
22220000 ,2.49070 ,2.48632 ,0.02340 ,3.11338 ,3.09951 ,0.00499 ,3.85729 ,4.00132 ,0.01343 ,2223,0.04259 ,0.23125 ,0.51527 
22230000 ,2.49070 ,2.45562 ,0.01797 ,3.11889 ,3.12163 ,0.01625 ,3.85729 ,3.92076 ,0.02595 ,2224,0.05218 ,0.20226 ,0.52186 
22240000 ,2.49070 ,2.50122 ,0.02054 ,3.11889 ,3.16769 ,0.02320 ,3.85729 ,3.94119 ,0.03971 ,2225,0.01126 ,0.21103 ,0.53077 
22250000 ,2.49621 ,2.49445 ,0.02611 ,3.11889 ,3.08454 ,0.01247 ,3.85729 ,3.94599 ,0.01966 ,2226,0.02081 ,0.20652 ,0.53838 
22260000 ,2.49621 ,2.54845 ,0.02794 ,3.11889 ,3.10786 ,0.00684 ,3.86280 ,3.91890 ,0.03739 ,2227,0.01982 ,0.21579 ,0.53693 
22270000 ,2.49621 ,2.51486 ,0.02984 ,3.11889 ,3.12889 ,0.00807 ,3.86280 ,3.93407 ,0.00902 ,2228,0.03016 ,0.21310 ,0.53022 
22280000 ,2.49621 ,2.52861 ,0.02542 ,3.12440 ,3.14206 ,0.02970 ,3.86280 ,3.83518 ,0.00439 ,2229,0.03368 ,0.20186 ,0.54443 
22290000 ,2.50173 ,2.49307 ,0.01134 ,3.12440 ,3.10405 ,0.03436 ,3.86280 ,3.92593 ,0.04475 ,2230,0.03615 ,0.22079 ,0.55267 
22300000 ,2.50173 ,2.47446 ,0.03261 ,3.12440 ,3.13010 ,0.00697 ,3.86280 ,3.93790 ,0.00556 ,2231,0.01519 ,0.22217 ,0.54438 
22310000 ,2.50173 ,2.54555 ,0.02770 ,3.12440 ,3.05803 ,0.04282 ,3.86831 ,3.96360 ,0.01137 ,2232,0.02473 ,0.22677 ,0.55263 
22320000 ,2.50173 ,2.47600 ,0.02506 ,3.12440 ,3.14188 ,0.02319 ,3.86831 ,3.91181 ,0.02793 ,2233,0.02272 ,0.21998 ,0.52469 
22330000 ,2.50173 ,2.52157 ,0.03245 ,3.12991 ,3.12038 ,0.02188 ,3.86831 ,3.91105 ,0.00606 ,2234,0.03302 ,0.21783 ,0.53198 
22340000 ,2.50173 ,2.49414 ,0.02278 ,3.12991 ,3.10868 ,0.02216 ,3.86831 ,3.95110 ,0.01502 ,2235,0.04379 ,0.21552 ,0.53305 
22350000 ,2.50724 ,2.52911 ,0.04939 ,3.12991 ,3.13303 ,0.04334 ,3.87382 ,3.93025 ,0.01412 ,2236,0.04625 ,0.21647 ,0.53772 
22360000 ,2.50724 ,2.52804 ,0.01684 ,3.12991 ,3.12684 ,0.02461 ,3.87382 ,3.93312 ,0.03548 ,2237,0.03283 ,0.22354 ,0.53878 
22370000 ,2.50724 ,2.52993 ,0.04829 ,3.12991 ,3.18102 ,0.01491 ,3.87382 ,3.94156 ,0.01423 ,2238,0.04313 ,0.22492 ,0.54456 
22380000 ,2.50724 ,2.49136 ,0.03238 ,3.12991 ,3.20084 ,0.03332 ,3.87382 ,3.90196 ,0.01220 ,2239,0.02701 ,0.23210 ,0.51268 
22390000 ,2.50724 ,2.47666 ,0.02845 ,3.13542 ,3.12077 ,0.00333 ,3.87382 ,3.91968 ,0.02980 ,2240,0.03660 ,0.22814 ,0.51480 
22400000 ,2.50724 ,2.57469 ,0.01200 ,3.13542 ,3.14379 ,0.01446 ,3.87933 ,4.00164 ,0.02650 ,2241,0.01623 ,0.22785 ,0.49734 
22410000 ,2.51275 ,2.49584 ,0.04737 ,3.13542 ,3.17267 ,0.01423 ,3.87933 ,3.87637 ,0.02088 ,2242,0.02577 ,0.23585 ,0.50394 
22420000 ,2.51275 ,2.56168 ,0.02674 ,3.13542 ,3.11566 ,0.03779 ,3.87933 ,3.92027 ,0.01454 ,2243,0.02376 ,0.23723 ,0.50749 
22430000 ,2.51275 ,2.53486 ,0.03365 ,3.13542 ,3.15994 ,0.02871 ,3.87933 ,3.84966 ,0.01849 ,2244,0.03406 ,0.21657 ,0.52459 
22440000 ,2.51275 ,2.57015 ,0.03494 ,3.14094 ,3.05729 ,0.02785 ,3.87933 ,3.90421 ,0.04516 ,2245,0.04188 ,0.22077 ,0.50859 
22450000 ,2.51275 ,2.54427 ,0.00753 ,3.14094 ,3.10648 ,0.04251 ,3.88484 ,3.96242 ,0.04225 ,2246,0.04817 ,0.21846 ,0.51188 
22460000 ,2.51826 ,2.54205 ,0.01612 ,3.14094 ,3.12569 ,0.02648 ,3.88484 ,3.86340 ,0.02059 ,2247,0.04544 ,0.21947 ,0.51400 
22470000 ,2.51826 ,2.54213 ,0.01715 ,3.14094 ,3.15285 ,0.02480 ,3.88484 ,3.91461 ,0.03538 ,2248,0.05503 ,0.22455 ,0.49727 
22480000 ,2.51826 ,2.53032 ,0.01415 ,3.14645 ,3.15276 ,0.02458 ,3.89035 ,4.00285 ,0.03550 ,2249,0.04878 ,0.23171 ,0.50617 
22490000 ,2.51826 ,2.59975 ,0.02281 ,3.14645 ,3.12237 ,0.01389 ,3.89035 ,3.87696 ,0.02299 ,2250,0.02038 ,0.22514 ,0.51276 
22500000 ,2.51826 ,2.53892 ,0.02337 ,3.14645 ,3.11534 ,0.03323 ,3.89035 ,3.93196 ,0.01626 ,2251,0.02432 ,0.22523 ,0.51113 
22510000 ,2.51826 ,2.59604 ,0.01103 ,3.14645 ,3.15056 ,0.03558 ,3.89035 ,3.92009 ,0.00671 ,2252,0.02622 ,0.22677 ,0.51985 
22520000 ,2.52377 ,2.56556 ,0.02866 ,3.14645 ,3.13354 ,0.00383 ,3.89035 ,3.93556 ,0.00851 ,2253,0.03581 ,0.24758 ,0.52323 
22530000 ,2.52377 ,2.46069 ,0.04296 ,3.15196 ,3.16597 ,0.02828 ,3.89586 ,4.00366 ,0.03399 ,2254,0.02949 ,0.24079 ,0.52169 
22540000 ,2.52377 ,2.56936 ,0.04444 ,3.15196 ,3.07758 ,0.00556 ,3.89586 ,3.97646 ,0.02285 ,2255,0.04236 ,0.22399 ,0.51408 
22550000 ,2.52377 ,2.58186 ,0.01589 ,3.15196 ,3.13351 ,0.03833 ,3.89586 ,3.95265 ,0.00985 ,2256,0.04483 ,0.22882 ,0.52207 
22560000 ,2.52377 ,2.54052 ,0.01074 ,3.15196 ,3.15960 ,0.02716 ,3.89586 ,4.00603 ,0.00615 ,2257,0.04182 ,0.23020 ,0.51707 
22570000 ,2.52377 ,2.59128 ,0.02722 ,3.15196 ,3.14423 ,0.02898 ,3.89586 ,3.90289 ,0.02966 ,2258,0.02719 ,0.23479 ,0.50243 
22580000 ,2.52928 ,2.57843 ,0.02395 ,3.15196 ,3.21510 ,0.06200 ,3.90137 ,3.87082 ,0.01504 ,2259,0.03975 ,0.22800 ,0.51488 
