"S(0,0)","S_NAG(0,0)"
-0.15000 ,0.02716 
0.04336 ,0.02716 
-0.03926 ,0.02717 
-0.07577 ,0.02717 
-0.11721 ,0.02717 
-0.12210 ,0.02717 
-0.16207 ,0.02717 
-0.16538 ,0.02718 
-0.01125 ,0.02718 
0.01010 ,0.02718 
-0.08062 ,0.02718 
-0.07968 ,0.02718 
-0.14015 ,0.02718 
-0.00382 ,0.02718 
0.02635 ,0.02719 
-0.06011 ,0.02719 
-0.13754 ,0.02719 
-0.13267 ,0.02719 
-0.09974 ,0.02720 
-0.10909 ,0.02720 
-0.15512 ,0.02720 
-0.15158 ,0.02720 
-0.12008 ,0.02720 
0.04027 ,0.02721 
-0.00500 ,0.02721 
-0.11599 ,0.02721 
-0.12592 ,0.02722 
-0.12798 ,0.02722 
-0.11567 ,0.02722 
-0.14052 ,0.02722 
-0.01832 ,0.02722 
-0.15246 ,0.02722 
-0.09194 ,0.02722 
-0.12785 ,0.02722 
-0.13040 ,0.02722 
-0.03727 ,0.02722 
-0.02949 ,0.02723 
-0.04264 ,0.02723 
-0.07147 ,0.02723 
-0.12040 ,0.02723 
-0.16576 ,0.02723 
-0.09839 ,0.02723 
-0.08545 ,0.02723 
-0.08341 ,0.02723 
-0.09011 ,0.02724 
-0.11294 ,0.02724 
-0.12250 ,0.02724 
-0.07855 ,0.02724 
0.02413 ,0.02724 
-0.15363 ,0.02724 
-0.15274 ,0.02724 
-0.10859 ,0.02725 
-0.13913 ,0.02725 
-0.06221 ,0.02725 
-0.16083 ,0.02725 
-0.08572 ,0.02725 
-0.13553 ,0.02725 
0.00761 ,0.02725 
-0.09531 ,0.02726 
-0.06686 ,0.02726 
-0.06106 ,0.02726 
-0.15318 ,0.02726 
-0.10259 ,0.02726 
-0.13913 ,0.02726 
-0.11647 ,0.02726 
-0.11732 ,0.02726 
-0.11408 ,0.02726 
-0.10747 ,0.02727 
-0.10791 ,0.02727 
0.07735 ,0.02727 
-0.15215 ,0.02727 
-0.11148 ,0.02727 
0.01865 ,0.02727 
-0.11579 ,0.02728 
-0.12785 ,0.02728 
-0.16561 ,0.02728 
-0.05791 ,0.02728 
-0.15696 ,0.02728 
-0.13644 ,0.02728 
-0.15868 ,0.02728 
-0.13490 ,0.02728 
-0.03346 ,0.02728 
-0.11699 ,0.02728 
-0.16196 ,0.02729 
-0.07071 ,0.02729 
-0.09289 ,0.02729 
-0.10948 ,0.02729 
-0.09635 ,0.02729 
-0.03507 ,0.02729 
0.00310 ,0.02730 
-0.06159 ,0.02730 
-0.16905 ,0.02730 
-0.15157 ,0.02730 
0.00925 ,0.02730 
-0.15933 ,0.02731 
-0.09090 ,0.02731 
-0.10331 ,0.02731 
-0.12950 ,0.02732 
0.06905 ,0.02732 
-0.12749 ,0.02732 
-0.10128 ,0.02732 
-0.11541 ,0.02732 
-0.11569 ,0.02732 
-0.14194 ,0.02732 
-0.13816 ,0.02733 
-0.12959 ,0.02733 
-0.10443 ,0.02733 
-0.09634 ,0.02733 
-0.11655 ,0.02733 
-0.14004 ,0.02733 
-0.15051 ,0.02733 
0.00405 ,0.02733 
-0.15347 ,0.02734 
-0.14494 ,0.02734 
-0.08720 ,0.02734 
-0.05259 ,0.02734 
-0.03609 ,0.02734 
-0.09520 ,0.02734 
-0.14305 ,0.02734 
-0.12483 ,0.02734 
-0.06458 ,0.02734 
-0.13546 ,0.02735 
-0.09673 ,0.02735 
-0.14606 ,0.02735 
-0.15544 ,0.02735 
-0.02753 ,0.02735 
0.00510 ,0.02735 
-0.10168 ,0.02735 
-0.06329 ,0.02735 
-0.09842 ,0.02735 
-0.16627 ,0.02735 
-0.09049 ,0.02735 
-0.13749 ,0.02735 
-0.10564 ,0.02735 
0.05454 ,0.02736 
0.00723 ,0.02736 
-0.07114 ,0.02736 
-0.11911 ,0.02736 
-0.11538 ,0.02736 
-0.13957 ,0.02736 
-0.12006 ,0.02736 
-0.07339 ,0.02736 
-0.16266 ,0.02736 
-0.09660 ,0.02737 
-0.06790 ,0.02737 
-0.14341 ,0.02737 
-0.06895 ,0.02738 
0.05545 ,0.02738 
-0.16375 ,0.02738 
-0.12724 ,0.02738 
-0.13876 ,0.02738 
-0.10749 ,0.02739 
-0.14047 ,0.02739 
-0.12453 ,0.02739 
-0.13337 ,0.02739 
-0.09139 ,0.02739 
0.01233 ,0.02739 
0.05670 ,0.02739 
0.01702 ,0.02739 
-0.09819 ,0.02739 
-0.08389 ,0.02740 
0.01631 ,0.02740 
-0.10626 ,0.02740 
-0.09147 ,0.02741 
-0.07108 ,0.02741 
-0.15445 ,0.02741 
-0.11841 ,0.02741 
-0.12216 ,0.02741 
-0.12379 ,0.02741 
-0.12880 ,0.02742 
0.02103 ,0.02743 
-0.15055 ,0.02743 
-0.02098 ,0.02743 
-0.05388 ,0.02743 
-0.03246 ,0.02744 
-0.13031 ,0.02744 
-0.09077 ,0.02744 
-0.03578 ,0.02745 
-0.12960 ,0.02745 
-0.13999 ,0.02745 
-0.04559 ,0.02745 
-0.14092 ,0.02746 
-0.05252 ,0.02746 
-0.12965 ,0.02746 
-0.10424 ,0.02746 
-0.17539 ,0.02746 
-0.12165 ,0.02746 
-0.14467 ,0.02746 
-0.12083 ,0.02747 
-0.09218 ,0.02747 
-0.10928 ,0.02747 
-0.12517 ,0.02747 
-0.10524 ,0.02747 
-0.13838 ,0.02747 
-0.03194 ,0.02747 
-0.16317 ,0.02747 
0.05405 ,0.02747 
-0.15202 ,0.02748 
-0.15427 ,0.02748 
-0.13031 ,0.02748 
-0.08931 ,0.02748 
-0.13954 ,0.02748 
-0.11321 ,0.02748 
-0.00014 ,0.02749 
-0.02069 ,0.02749 
-0.12859 ,0.02749 
-0.08935 ,0.02750 
-0.08822 ,0.02750 
-0.16320 ,0.02750 
-0.06043 ,0.02750 
-0.04929 ,0.02750 
-0.09266 ,0.02750 
0.01904 ,0.02751 
-0.13193 ,0.02751 
-0.13103 ,0.02751 
-0.10196 ,0.02751 
-0.17444 ,0.02751 
-0.07961 ,0.02751 
-0.10948 ,0.02752 
-0.13998 ,0.02752 
-0.11851 ,0.02752 
-0.01085 ,0.02752 
-0.08650 ,0.02752 
-0.11206 ,0.02752 
-0.05362 ,0.02752 
-0.12053 ,0.02753 
-0.06431 ,0.02753 
-0.11743 ,0.02753 
-0.10506 ,0.02753 
-0.00851 ,0.02754 
-0.14584 ,0.02754 
-0.16129 ,0.02754 
-0.07872 ,0.02755 
-0.16164 ,0.02755 
-0.04521 ,0.02755 
-0.12174 ,0.02755 
-0.11259 ,0.02755 
-0.03622 ,0.02756 
-0.06917 ,0.02756 
-0.02805 ,0.02756 
-0.15044 ,0.02756 
-0.13771 ,0.02756 
-0.07680 ,0.02756 
-0.02095 ,0.02756 
0.03371 ,0.02756 
-0.14457 ,0.02756 
-0.11526 ,0.02757 
-0.12422 ,0.02757 
-0.05839 ,0.02757 
-0.08031 ,0.02757 
-0.06939 ,0.02757 
-0.09812 ,0.02757 
-0.09438 ,0.02757 
-0.07302 ,0.02757 
0.00102 ,0.02757 
-0.12972 ,0.02757 
-0.12297 ,0.02757 
-0.16473 ,0.02758 
-0.13027 ,0.02759 
-0.07548 ,0.02759 
-0.09459 ,0.02759 
0.03755 ,0.02760 
-0.11961 ,0.02760 
-0.10387 ,0.02760 
0.00599 ,0.02760 
-0.14965 ,0.02761 
-0.14014 ,0.02761 
0.04412 ,0.02761 
-0.14378 ,0.02761 
-0.00750 ,0.02761 
-0.14082 ,0.02761 
-0.09663 ,0.02762 
-0.11810 ,0.02762 
-0.13582 ,0.02762 
0.03632 ,0.02762 
-0.12848 ,0.02762 
-0.09186 ,0.02762 
-0.12882 ,0.02762 
-0.12761 ,0.02764 
-0.06569 ,0.02764 
-0.10353 ,0.02764 
-0.10286 ,0.02764 
0.01535 ,0.02765 
-0.11084 ,0.02765 
-0.10373 ,0.02765 
0.05597 ,0.02765 
-0.14130 ,0.02766 
-0.10981 ,0.02766 
-0.12817 ,0.02766 
-0.12508 ,0.02766 
-0.14042 ,0.02766 
-0.13818 ,0.02766 
-0.11787 ,0.02766 
-0.08580 ,0.02766 
-0.15702 ,0.02767 
-0.10415 ,0.02767 
-0.13492 ,0.02767 
-0.15135 ,0.02767 
-0.17805 ,0.02767 
0.01181 ,0.02767 
-0.10026 ,0.02767 
-0.06582 ,0.02767 
-0.11410 ,0.02768 
0.01561 ,0.02768 
-0.12227 ,0.02768 
-0.13680 ,0.02768 
-0.15156 ,0.02768 
-0.13813 ,0.02768 
0.00706 ,0.02769 
-0.13439 ,0.02769 
-0.03803 ,0.02769 
0.02868 ,0.02769 
-0.02548 ,0.02769 
-0.09153 ,0.02769 
-0.10068 ,0.02769 
-0.11046 ,0.02770 
0.00304 ,0.02770 
-0.14325 ,0.02770 
-0.10296 ,0.02770 
-0.15011 ,0.02770 
-0.08658 ,0.02771 
-0.12728 ,0.02771 
-0.08293 ,0.02771 
-0.08394 ,0.02772 
-0.09679 ,0.02772 
-0.03048 ,0.02772 
-0.03585 ,0.02773 
-0.07725 ,0.02773 
-0.10028 ,0.02773 
-0.15506 ,0.02773 
-0.02192 ,0.02773 
-0.11455 ,0.02773 
-0.12981 ,0.02773 
-0.00965 ,0.02773 
-0.06134 ,0.02773 
-0.15537 ,0.02773 
-0.09862 ,0.02774 
-0.12516 ,0.02774 
-0.00602 ,0.02774 
-0.16736 ,0.02774 
-0.09427 ,0.02774 
-0.12924 ,0.02774 
-0.12627 ,0.02774 
-0.12760 ,0.02774 
-0.08424 ,0.02775 
-0.10932 ,0.02775 
-0.12309 ,0.02775 
-0.09672 ,0.02775 
-0.13368 ,0.02775 
-0.10339 ,0.02775 
-0.08771 ,0.02775 
-0.14076 ,0.02776 
-0.12119 ,0.02776 
-0.15670 ,0.02776 
0.03157 ,0.02776 
-0.11421 ,0.02776 
-0.11927 ,0.02776 
-0.08967 ,0.02776 
-0.10773 ,0.02777 
-0.12387 ,0.02777 
-0.10664 ,0.02777 
-0.16527 ,0.02777 
-0.17725 ,0.02778 
-0.17513 ,0.02778 
-0.07980 ,0.02778 
-0.08874 ,0.02778 
-0.08438 ,0.02778 
-0.08876 ,0.02778 
0.02555 ,0.02778 
-0.12468 ,0.02778 
-0.14501 ,0.02778 
0.00783 ,0.02778 
-0.11395 ,0.02778 
-0.15111 ,0.02779 
-0.11432 ,0.02779 
0.01978 ,0.02779 
-0.08680 ,0.02779 
-0.14167 ,0.02779 
-0.10355 ,0.02780 
-0.13132 ,0.02780 
0.02116 ,0.02780 
-0.12058 ,0.02781 
-0.10559 ,0.02781 
-0.15408 ,0.02781 
-0.11575 ,0.02781 
-0.12518 ,0.02781 
-0.12094 ,0.02782 
-0.13724 ,0.02782 
-0.14267 ,0.02782 
-0.15343 ,0.02783 
-0.15794 ,0.02783 
-0.10178 ,0.02783 
0.06669 ,0.02783 
-0.13677 ,0.02783 
-0.16324 ,0.02783 
-0.00083 ,0.02783 
-0.12457 ,0.02783 
-0.11152 ,0.02784 
-0.02223 ,0.02784 
-0.11878 ,0.02784 
-0.16885 ,0.02784 
0.04951 ,0.02784 
-0.06927 ,0.02784 
-0.13851 ,0.02784 
-0.14221 ,0.02784 
-0.09830 ,0.02784 
-0.11784 ,0.02784 
-0.12268 ,0.02784 
-0.10178 ,0.02784 
-0.15992 ,0.02785 
-0.13694 ,0.02785 
-0.12275 ,0.02785 
-0.01007 ,0.02785 
-0.08506 ,0.02786 
-0.06810 ,0.02786 
-0.13761 ,0.02786 
-0.12108 ,0.02786 
-0.17845 ,0.02786 
-0.16898 ,0.02787 
0.01494 ,0.02787 
0.00222 ,0.02787 
-0.14180 ,0.02787 
-0.08614 ,0.02787 
-0.13646 ,0.02788 
-0.13387 ,0.02788 
-0.12098 ,0.02788 
-0.11609 ,0.02788 
-0.16015 ,0.02788 
-0.08954 ,0.02788 
-0.11362 ,0.02788 
0.00821 ,0.02788 
-0.08133 ,0.02788 
-0.12624 ,0.02788 
-0.13243 ,0.02789 
-0.10915 ,0.02789 
-0.01600 ,0.02789 
-0.15152 ,0.02789 
-0.13865 ,0.02789 
-0.17117 ,0.02789 
0.06686 ,0.02789 
-0.09971 ,0.02789 
-0.07731 ,0.02789 
0.02073 ,0.02789 
-0.00597 ,0.02790 
-0.16029 ,0.02790 
-0.13610 ,0.02790 
-0.13244 ,0.02790 
-0.13656 ,0.02790 
-0.04912 ,0.02791 
-0.13439 ,0.02791 
-0.11456 ,0.02791 
-0.13785 ,0.02791 
-0.08880 ,0.02792 
-0.08256 ,0.02792 
-0.00971 ,0.02792 
-0.13754 ,0.02792 
-0.14273 ,0.02792 
0.02581 ,0.02792 
-0.10129 ,0.02792 
-0.01273 ,0.02792 
-0.11073 ,0.02793 
-0.13523 ,0.02793 
-0.11883 ,0.02793 
-0.12611 ,0.02793 
-0.13811 ,0.02793 
0.04349 ,0.02793 
-0.09774 ,0.02793 
-0.13423 ,0.02794 
-0.13930 ,0.02794 
-0.02041 ,0.02794 
-0.15240 ,0.02794 
-0.01233 ,0.02794 
-0.16043 ,0.02794 
-0.14655 ,0.02794 
-0.14569 ,0.02795 
-0.12581 ,0.02795 
-0.14518 ,0.02795 
-0.13140 ,0.02795 
-0.14614 ,0.02795 
-0.11164 ,0.02795 
-0.09535 ,0.02795 
-0.02027 ,0.02795 
-0.13043 ,0.02795 
-0.03548 ,0.02796 
-0.04760 ,0.02796 
-0.07686 ,0.02796 
-0.16792 ,0.02796 
-0.08368 ,0.02796 
-0.14715 ,0.02796 
-0.07695 ,0.02796 
0.01936 ,0.02797 
-0.14009 ,0.02797 
-0.13528 ,0.02797 
0.02981 ,0.02797 
-0.13697 ,0.02797 
-0.04279 ,0.02797 
-0.13231 ,0.02798 
-0.11002 ,0.02798 
-0.14879 ,0.02798 
-0.09816 ,0.02798 
-0.12376 ,0.02798 
-0.11098 ,0.02798 
0.03755 ,0.02798 
-0.12647 ,0.02798 
-0.11376 ,0.02798 
-0.07802 ,0.02798 
-0.11400 ,0.02798 
-0.13382 ,0.02798 
-0.12873 ,0.02799 
-0.13406 ,0.02799 
-0.14708 ,0.02799 
0.01892 ,0.02799 
-0.15409 ,0.02799 
-0.14729 ,0.02799 
-0.14502 ,0.02799 
-0.10405 ,0.02799 
-0.16338 ,0.02800 
-0.08515 ,0.02800 
0.03595 ,0.02800 
-0.11707 ,0.02800 
-0.07444 ,0.02800 
-0.14085 ,0.02801 
-0.05293 ,0.02801 
-0.13346 ,0.02801 
-0.13605 ,0.02801 
-0.13410 ,0.02801 
-0.04984 ,0.02801 
-0.12827 ,0.02802 
-0.12967 ,0.02802 
-0.05663 ,0.02802 
-0.16581 ,0.02802 
-0.06856 ,0.02802 
-0.12271 ,0.02802 
-0.14132 ,0.02802 
-0.01231 ,0.02803 
0.01371 ,0.02803 
-0.06095 ,0.02803 
-0.15173 ,0.02803 
-0.04936 ,0.02803 
-0.13237 ,0.02803 
-0.13094 ,0.02803 
-0.13567 ,0.02803 
-0.13286 ,0.02803 
-0.11461 ,0.02804 
-0.14957 ,0.02804 
-0.14635 ,0.02804 
-0.06586 ,0.02804 
0.02159 ,0.02804 
-0.12717 ,0.02804 
-0.12593 ,0.02805 
-0.16075 ,0.02805 
-0.12657 ,0.02805 
0.00450 ,0.02805 
-0.02952 ,0.02805 
-0.12323 ,0.02805 
-0.11846 ,0.02805 
-0.11330 ,0.02805 
-0.12140 ,0.02805 
-0.15508 ,0.02805 
-0.08824 ,0.02805 
-0.17278 ,0.02805 
-0.12316 ,0.02806 
-0.16033 ,0.02806 
-0.11229 ,0.02806 
-0.11260 ,0.02806 
-0.15386 ,0.02806 
0.00432 ,0.02806 
0.02677 ,0.02807 
-0.15787 ,0.02807 
-0.06853 ,0.02807 
0.01930 ,0.02807 
-0.11717 ,0.02807 
-0.10476 ,0.02807 
-0.16442 ,0.02807 
-0.13052 ,0.02808 
-0.12824 ,0.02808 
-0.05657 ,0.02808 
-0.12108 ,0.02808 
-0.06867 ,0.02808 
-0.03200 ,0.02808 
-0.11879 ,0.02808 
-0.00867 ,0.02808 
-0.06000 ,0.02808 
-0.13823 ,0.02808 
-0.14655 ,0.02808 
-0.12312 ,0.02808 
-0.11170 ,0.02809 
0.01611 ,0.02809 
-0.11578 ,0.02809 
-0.07914 ,0.02809 
0.02955 ,0.02809 
-0.09979 ,0.02809 
-0.09861 ,0.02810 
-0.08397 ,0.02810 
-0.08109 ,0.02810 
-0.09035 ,0.02810 
-0.03294 ,0.02810 
-0.07477 ,0.02810 
-0.13361 ,0.02810 
-0.11481 ,0.02811 
-0.03817 ,0.02811 
-0.08825 ,0.02811 
-0.11297 ,0.02811 
-0.12127 ,0.02811 
-0.15209 ,0.02811 
-0.12815 ,0.02811 
-0.07866 ,0.02812 
-0.14943 ,0.02812 
-0.12452 ,0.02812 
-0.02939 ,0.02812 
-0.14099 ,0.02812 
-0.12417 ,0.02812 
-0.13490 ,0.02812 
0.02193 ,0.02812 
-0.03583 ,0.02812 
-0.13622 ,0.02812 
-0.12093 ,0.02812 
-0.10757 ,0.02812 
-0.11146 ,0.02813 
0.06529 ,0.02813 
-0.14801 ,0.02813 
-0.11876 ,0.02813 
-0.14334 ,0.02813 
-0.12009 ,0.02813 
-0.06494 ,0.02813 
-0.12598 ,0.02813 
-0.14536 ,0.02813 
-0.10446 ,0.02814 
-0.14838 ,0.02814 
-0.13355 ,0.02814 
-0.10399 ,0.02814 
0.02084 ,0.02815 
-0.10564 ,0.02815 
-0.14205 ,0.02815 
0.06614 ,0.02816 
-0.07846 ,0.02816 
-0.10160 ,0.02816 
-0.08570 ,0.02817 
-0.11934 ,0.02817 
-0.14660 ,0.02817 
-0.11366 ,0.02817 
-0.13950 ,0.02818 
-0.16278 ,0.02818 
-0.12366 ,0.02818 
-0.05891 ,0.02818 
-0.14061 ,0.02818 
-0.06082 ,0.02818 
-0.11433 ,0.02819 
-0.04659 ,0.02819 
-0.09482 ,0.02819 
-0.15164 ,0.02819 
-0.15424 ,0.02819 
-0.13181 ,0.02819 
-0.11933 ,0.02819 
-0.14301 ,0.02819 
-0.09680 ,0.02819 
-0.10908 ,0.02820 
0.05521 ,0.02820 
-0.02659 ,0.02820 
-0.14928 ,0.02820 
-0.12523 ,0.02820 
-0.14215 ,0.02820 
-0.16402 ,0.02820 
-0.12480 ,0.02820 
0.01409 ,0.02821 
-0.12761 ,0.02821 
-0.13401 ,0.02821 
-0.13426 ,0.02821 
-0.06989 ,0.02821 
0.03420 ,0.02822 
-0.15738 ,0.02822 
-0.07340 ,0.02822 
0.00987 ,0.02822 
-0.05076 ,0.02822 
-0.15195 ,0.02822 
0.02596 ,0.02822 
-0.12881 ,0.02822 
-0.12367 ,0.02822 
-0.13032 ,0.02822 
-0.15600 ,0.02823 
-0.10331 ,0.02823 
-0.15686 ,0.02823 
-0.07448 ,0.02823 
-0.15184 ,0.02823 
-0.08309 ,0.02823 
-0.13918 ,0.02823 
0.04584 ,0.02823 
-0.07137 ,0.02823 
-0.14664 ,0.02823 
-0.12620 ,0.02823 
-0.11633 ,0.02823 
-0.13570 ,0.02823 
-0.17229 ,0.02824 
-0.15903 ,0.02824 
-0.12361 ,0.02824 
-0.01052 ,0.02824 
-0.16133 ,0.02824 
-0.06310 ,0.02825 
-0.02656 ,0.02825 
-0.12164 ,0.02825 
-0.08946 ,0.02825 
-0.12458 ,0.02825 
-0.10880 ,0.02826 
-0.14259 ,0.02826 
-0.09928 ,0.02826 
0.03293 ,0.02826 
-0.12655 ,0.02826 
-0.15514 ,0.02826 
-0.05043 ,0.02826 
-0.13128 ,0.02826 
-0.03073 ,0.02826 
-0.13261 ,0.02827 
-0.11982 ,0.02827 
-0.13990 ,0.02827 
-0.14843 ,0.02827 
-0.14632 ,0.02827 
-0.10732 ,0.02827 
-0.07830 ,0.02827 
-0.12585 ,0.02827 
-0.13313 ,0.02828 
-0.13258 ,0.02828 
-0.15086 ,0.02828 
-0.10721 ,0.02828 
-0.12068 ,0.02828 
-0.00979 ,0.02828 
0.00867 ,0.02829 
0.01199 ,0.02829 
-0.14557 ,0.02829 
0.00039 ,0.02829 
-0.10500 ,0.02829 
-0.12255 ,0.02829 
-0.02369 ,0.02829 
-0.12965 ,0.02829 
-0.08097 ,0.02830 
-0.10938 ,0.02830 
-0.01198 ,0.02830 
-0.10610 ,0.02830 
-0.13636 ,0.02830 
-0.05842 ,0.02830 
0.03513 ,0.02831 
-0.07356 ,0.02831 
-0.10854 ,0.02831 
-0.08830 ,0.02831 
-0.12613 ,0.02832 
-0.09930 ,0.02832 
0.04507 ,0.02832 
-0.13873 ,0.02832 
-0.01150 ,0.02832 
-0.13932 ,0.02832 
-0.09697 ,0.02832 
-0.13263 ,0.02832 
0.00931 ,0.02833 
-0.13304 ,0.02833 
-0.13308 ,0.02833 
-0.15849 ,0.02833 
-0.07025 ,0.02833 
-0.05331 ,0.02833 
0.05547 ,0.02834 
-0.11157 ,0.02834 
-0.11674 ,0.02834 
-0.00442 ,0.02834 
-0.08472 ,0.02834 
-0.13466 ,0.02834 
-0.02010 ,0.02834 
-0.07485 ,0.02834 
-0.06678 ,0.02834 
-0.12207 ,0.02834 
-0.06664 ,0.02835 
-0.16557 ,0.02835 
-0.09235 ,0.02835 
-0.00346 ,0.02835 
-0.10931 ,0.02835 
-0.11057 ,0.02835 
-0.12250 ,0.02835 
-0.13607 ,0.02836 
-0.14192 ,0.02836 
-0.13317 ,0.02836 
0.03913 ,0.02836 
-0.11885 ,0.02836 
-0.11125 ,0.02836 
-0.12806 ,0.02837 
-0.14226 ,0.02837 
-0.03584 ,0.02837 
-0.14823 ,0.02837 
-0.14259 ,0.02837 
0.00863 ,0.02837 
-0.03116 ,0.02837 
-0.00463 ,0.02837 
-0.15393 ,0.02837 
-0.13223 ,0.02837 
-0.05346 ,0.02837 
-0.16277 ,0.02837 
-0.12993 ,0.02837 
-0.09804 ,0.02837 
-0.07652 ,0.02838 
-0.12032 ,0.02838 
-0.13676 ,0.02838 
-0.11906 ,0.02838 
-0.06476 ,0.02838 
-0.12588 ,0.02838 
0.03210 ,0.02839 
0.00662 ,0.02839 
0.05408 ,0.02839 
-0.15706 ,0.02839 
-0.12042 ,0.02839 
-0.14469 ,0.02839 
-0.10486 ,0.02839 
-0.13863 ,0.02839 
-0.09044 ,0.02839 
-0.11644 ,0.02839 
-0.12157 ,0.02840 
-0.02948 ,0.02840 
0.02340 ,0.02840 
-0.06591 ,0.02840 
-0.09998 ,0.02840 
-0.00366 ,0.02840 
-0.13567 ,0.02840 
-0.14678 ,0.02840 
-0.15645 ,0.02840 
-0.11790 ,0.02841 
-0.02169 ,0.02841 
-0.14590 ,0.02841 
-0.13066 ,0.02841 
-0.11792 ,0.02841 
-0.13148 ,0.02841 
-0.08762 ,0.02841 
0.01072 ,0.02841 
-0.15953 ,0.02842 
-0.15027 ,0.02842 
-0.14138 ,0.02842 
-0.02570 ,0.02842 
-0.00654 ,0.02842 
-0.08147 ,0.02842 
0.03175 ,0.02843 
-0.09483 ,0.02843 
-0.08071 ,0.02843 
-0.10112 ,0.02843 
-0.14472 ,0.02843 
-0.14095 ,0.02843 
-0.12462 ,0.02843 
-0.16254 ,0.02843 
-0.14695 ,0.02843 
-0.09515 ,0.02844 
-0.11039 ,0.02844 
-0.12552 ,0.02844 
-0.15152 ,0.02844 
-0.06918 ,0.02844 
0.02250 ,0.02844 
-0.02519 ,0.02844 
0.01427 ,0.02844 
-0.15368 ,0.02845 
0.00564 ,0.02845 
-0.13993 ,0.02845 
-0.11740 ,0.02845 
-0.05700 ,0.02845 
-0.00856 ,0.02845 
-0.08558 ,0.02845 
-0.06498 ,0.02845 
-0.06181 ,0.02846 
-0.10043 ,0.02846 
0.03062 ,0.02846 
-0.16089 ,0.02846 
-0.14699 ,0.02846 
0.01114 ,0.02846 
-0.12608 ,0.02846 
-0.09373 ,0.02846 
-0.09765 ,0.02846 
-0.13662 ,0.02846 
-0.10130 ,0.02847 
0.04103 ,0.02847 
-0.13525 ,0.02847 
-0.08667 ,0.02847 
-0.03531 ,0.02847 
-0.07624 ,0.02847 
-0.13998 ,0.02847 
-0.15065 ,0.02847 
-0.01972 ,0.02847 
-0.00873 ,0.02847 
0.04082 ,0.02848 
-0.13357 ,0.02848 
-0.12643 ,0.02848 
-0.09880 ,0.02848 
-0.01203 ,0.02848 
-0.12997 ,0.02848 
-0.14463 ,0.02848 
-0.12415 ,0.02849 
-0.12470 ,0.02849 
-0.03812 ,0.02849 
-0.05393 ,0.02849 
-0.12692 ,0.02849 
-0.09957 ,0.02850 
-0.13738 ,0.02850 
-0.13077 ,0.02850 
-0.06844 ,0.02850 
-0.11749 ,0.02850 
-0.11697 ,0.02850 
0.00150 ,0.02850 
-0.01906 ,0.02850 
-0.05495 ,0.02850 
-0.12071 ,0.02850 
-0.13529 ,0.02851 
-0.12751 ,0.02851 
-0.14687 ,0.02851 
-0.09504 ,0.02851 
-0.06463 ,0.02851 
-0.10767 ,0.02851 
-0.12450 ,0.02851 
-0.01773 ,0.02851 
-0.11247 ,0.02852 
-0.02347 ,0.02852 
-0.10058 ,0.02852 
-0.11153 ,0.02852 
-0.13237 ,0.02852 
-0.06208 ,0.02852 
0.04920 ,0.02852 
-0.15661 ,0.02852 
-0.03317 ,0.02853 
-0.11534 ,0.02853 
0.00866 ,0.02853 
-0.07517 ,0.02853 
-0.09065 ,0.02853 
-0.12296 ,0.02853 
-0.16284 ,0.02853 
-0.09753 ,0.02853 
-0.13536 ,0.02853 
-0.14157 ,0.02853 
-0.03080 ,0.02853 
-0.12563 ,0.02854 
-0.07273 ,0.02854 
-0.12366 ,0.02854 
0.02541 ,0.02854 
-0.15134 ,0.02854 
-0.15661 ,0.02854 
-0.15896 ,0.02854 
-0.16249 ,0.02854 
0.01963 ,0.02855 
-0.13746 ,0.02855 
-0.12946 ,0.02855 
-0.13359 ,0.02855 
-0.12350 ,0.02855 
-0.13419 ,0.02855 
0.02500 ,0.02855 
-0.07926 ,0.02855 
-0.12897 ,0.02855 
-0.13515 ,0.02855 
-0.09865 ,0.02855 
-0.14808 ,0.02856 
0.06736 ,0.02856 
0.03415 ,0.02856 
-0.14842 ,0.02856 
-0.12164 ,0.02856 
-0.11866 ,0.02857 
-0.15024 ,0.02857 
-0.08327 ,0.02857 
-0.12639 ,0.02857 
-0.12104 ,0.02857 
-0.10390 ,0.02857 
-0.11551 ,0.02858 
-0.14991 ,0.02858 
0.03657 ,0.02858 
0.00594 ,0.02858 
-0.06369 ,0.02858 
-0.03933 ,0.02858 
-0.08402 ,0.02858 
-0.02491 ,0.02858 
0.03216 ,0.02859 
-0.11942 ,0.02859 
-0.01005 ,0.02859 
-0.04973 ,0.02859 
0.03633 ,0.02859 
-0.03270 ,0.02859 
-0.12290 ,0.02859 
-0.02316 ,0.02860 
0.01353 ,0.02860 
0.02971 ,0.02860 
-0.12981 ,0.02860 
-0.10432 ,0.02860 
-0.06552 ,0.02860 
-0.12063 ,0.02860 
-0.09202 ,0.02860 
-0.10097 ,0.02860 
-0.14248 ,0.02861 
-0.12114 ,0.02861 
-0.07299 ,0.02861 
-0.13362 ,0.02861 
-0.11069 ,0.02862 
-0.09734 ,0.02862 
-0.04391 ,0.02862 
-0.14860 ,0.02862 
-0.00147 ,0.02862 
-0.12839 ,0.02862 
-0.12067 ,0.02862 
0.03730 ,0.02862 
-0.12481 ,0.02862 
-0.13743 ,0.02862 
-0.14631 ,0.02862 
0.01125 ,0.02862 
-0.08678 ,0.02862 
0.06658 ,0.02863 
-0.14514 ,0.02863 
-0.14637 ,0.02863 
0.00911 ,0.02863 
-0.07573 ,0.02863 
0.03238 ,0.02863 
-0.12970 ,0.02863 
-0.11245 ,0.02863 
