"S(0,0)","S_NAG(0,0)"
-0.15469 ,0.02536 
-0.14358 ,0.02537 
-0.11717 ,0.02537 
-0.17626 ,0.02537 
-0.09094 ,0.02537 
-0.13561 ,0.02537 
-0.11868 ,0.02538 
-0.12807 ,0.02538 
-0.08033 ,0.02538 
-0.14134 ,0.02538 
-0.12132 ,0.02538 
-0.03157 ,0.02538 
-0.11724 ,0.02539 
-0.12190 ,0.02539 
-0.15801 ,0.02540 
0.00717 ,0.02540 
-0.14902 ,0.02540 
-0.13361 ,0.02540 
-0.05400 ,0.02541 
-0.15226 ,0.02541 
-0.11891 ,0.02542 
-0.14628 ,0.02542 
-0.11573 ,0.02542 
-0.12851 ,0.02542 
-0.14022 ,0.02542 
-0.13103 ,0.02542 
-0.10088 ,0.02543 
-0.11533 ,0.02543 
-0.12678 ,0.02543 
-0.16164 ,0.02543 
-0.14612 ,0.02543 
-0.10302 ,0.02543 
-0.03447 ,0.02544 
-0.13622 ,0.02544 
-0.16350 ,0.02544 
0.01370 ,0.02544 
-0.12236 ,0.02545 
-0.10694 ,0.02545 
-0.13397 ,0.02545 
-0.14764 ,0.02545 
-0.14678 ,0.02546 
-0.11992 ,0.02546 
-0.08507 ,0.02546 
-0.12670 ,0.02546 
-0.01394 ,0.02546 
-0.16134 ,0.02546 
0.01918 ,0.02546 
0.04788 ,0.02546 
-0.00976 ,0.02547 
-0.13445 ,0.02547 
-0.11658 ,0.02548 
-0.15011 ,0.02548 
-0.04126 ,0.02548 
0.01714 ,0.02548 
-0.13377 ,0.02548 
-0.06081 ,0.02549 
-0.05201 ,0.02550 
-0.14989 ,0.02550 
-0.07524 ,0.02550 
-0.13792 ,0.02551 
-0.10918 ,0.02551 
-0.13798 ,0.02551 
-0.12879 ,0.02551 
-0.14837 ,0.02551 
0.04452 ,0.02552 
-0.01119 ,0.02552 
-0.12361 ,0.02552 
0.00195 ,0.02552 
-0.14479 ,0.02552 
-0.14839 ,0.02553 
-0.12792 ,0.02553 
-0.09701 ,0.02553 
0.03236 ,0.02553 
-0.18080 ,0.02553 
-0.18058 ,0.02554 
-0.15927 ,0.02554 
-0.03050 ,0.02554 
-0.14689 ,0.02554 
-0.12290 ,0.02555 
-0.14987 ,0.02555 
-0.11707 ,0.02555 
-0.14335 ,0.02555 
-0.05272 ,0.02555 
0.01585 ,0.02555 
-0.04753 ,0.02555 
-0.12775 ,0.02556 
-0.11524 ,0.02556 
-0.03841 ,0.02556 
-0.12223 ,0.02556 
-0.05390 ,0.02556 
-0.17029 ,0.02556 
-0.14703 ,0.02556 
-0.12364 ,0.02557 
-0.16318 ,0.02557 
-0.10696 ,0.02558 
-0.12824 ,0.02558 
-0.14244 ,0.02559 
-0.14251 ,0.02559 
-0.10442 ,0.02559 
-0.11770 ,0.02559 
-0.16128 ,0.02559 
-0.14217 ,0.02559 
-0.12133 ,0.02559 
-0.13057 ,0.02560 
-0.13190 ,0.02560 
-0.00763 ,0.02560 
-0.13122 ,0.02560 
-0.02769 ,0.02560 
-0.00296 ,0.02560 
-0.15061 ,0.02560 
-0.14292 ,0.02561 
-0.14482 ,0.02561 
-0.12332 ,0.02562 
-0.09451 ,0.02562 
-0.01173 ,0.02562 
-0.10609 ,0.02562 
-0.14590 ,0.02563 
-0.16850 ,0.02563 
-0.12324 ,0.02563 
-0.04888 ,0.02563 
0.02661 ,0.02563 
-0.14348 ,0.02564 
-0.12623 ,0.02564 
-0.13222 ,0.02564 
-0.12812 ,0.02564 
-0.13000 ,0.02564 
-0.13025 ,0.02565 
-0.10211 ,0.02565 
-0.14256 ,0.02565 
-0.06513 ,0.02565 
-0.12718 ,0.02565 
-0.14273 ,0.02565 
-0.14368 ,0.02565 
-0.00021 ,0.02565 
-0.12758 ,0.02567 
0.01008 ,0.02567 
-0.11605 ,0.02568 
-0.13284 ,0.02568 
-0.12601 ,0.02568 
-0.14231 ,0.02568 
0.02331 ,0.02568 
-0.12453 ,0.02569 
-0.12335 ,0.02569 
-0.14898 ,0.02569 
0.03824 ,0.02569 
-0.15018 ,0.02569 
-0.13862 ,0.02569 
-0.17071 ,0.02570 
-0.14230 ,0.02570 
-0.06151 ,0.02570 
-0.14941 ,0.02570 
0.03836 ,0.02571 
-0.11152 ,0.02571 
-0.10183 ,0.02571 
-0.00143 ,0.02571 
-0.14970 ,0.02571 
-0.09589 ,0.02571 
-0.14436 ,0.02571 
-0.14878 ,0.02571 
-0.13093 ,0.02572 
-0.13332 ,0.02572 
-0.14191 ,0.02572 
-0.13888 ,0.02572 
-0.01725 ,0.02572 
-0.13727 ,0.02572 
0.03877 ,0.02572 
-0.08822 ,0.02573 
-0.13622 ,0.02573 
-0.13057 ,0.02574 
0.01942 ,0.02574 
-0.14116 ,0.02574 
-0.17334 ,0.02575 
-0.12902 ,0.02575 
-0.15157 ,0.02575 
-0.12093 ,0.02575 
-0.14387 ,0.02576 
-0.10922 ,0.02576 
-0.13688 ,0.02576 
-0.13193 ,0.02576 
0.00448 ,0.02576 
-0.16790 ,0.02577 
0.01491 ,0.02577 
-0.14696 ,0.02577 
-0.15175 ,0.02577 
0.01536 ,0.02577 
-0.12151 ,0.02578 
-0.11956 ,0.02578 
-0.13482 ,0.02578 
-0.13602 ,0.02578 
-0.15690 ,0.02578 
-0.13890 ,0.02578 
-0.11123 ,0.02579 
-0.05100 ,0.02579 
-0.15329 ,0.02579 
-0.09890 ,0.02579 
-0.08909 ,0.02579 
-0.12663 ,0.02580 
-0.08524 ,0.02580 
0.02934 ,0.02580 
-0.15653 ,0.02580 
-0.14441 ,0.02580 
-0.12213 ,0.02581 
-0.14037 ,0.02581 
-0.12733 ,0.02582 
-0.13257 ,0.02582 
-0.12412 ,0.02582 
-0.17330 ,0.02582 
-0.11348 ,0.02582 
-0.00222 ,0.02582 
-0.15398 ,0.02582 
-0.14454 ,0.02583 
0.00612 ,0.02583 
-0.15549 ,0.02584 
-0.12723 ,0.02584 
-0.15736 ,0.02584 
-0.13408 ,0.02584 
-0.13588 ,0.02584 
-0.08889 ,0.02584 
-0.08507 ,0.02584 
-0.07172 ,0.02585 
-0.09326 ,0.02585 
-0.14385 ,0.02585 
-0.10314 ,0.02585 
-0.13977 ,0.02585 
-0.11392 ,0.02585 
-0.16192 ,0.02586 
-0.17018 ,0.02586 
-0.01019 ,0.02586 
-0.13681 ,0.02586 
-0.07731 ,0.02586 
-0.13955 ,0.02586 
-0.10457 ,0.02586 
-0.03647 ,0.02587 
-0.10364 ,0.02587 
-0.11064 ,0.02587 
-0.14692 ,0.02588 
-0.14503 ,0.02588 
-0.04296 ,0.02588 
-0.10090 ,0.02589 
-0.11465 ,0.02589 
-0.14375 ,0.02589 
-0.11214 ,0.02589 
-0.01385 ,0.02589 
-0.07415 ,0.02590 
-0.14458 ,0.02590 
0.02670 ,0.02590 
-0.15997 ,0.02590 
-0.06788 ,0.02590 
-0.09148 ,0.02590 
-0.02500 ,0.02591 
-0.09869 ,0.02591 
-0.08758 ,0.02591 
-0.15067 ,0.02591 
-0.09684 ,0.02592 
-0.14919 ,0.02592 
-0.12568 ,0.02592 
0.03817 ,0.02592 
0.01055 ,0.02592 
-0.14009 ,0.02592 
-0.14656 ,0.02592 
-0.04460 ,0.02592 
-0.09813 ,0.02593 
-0.07300 ,0.02593 
-0.15483 ,0.02593 
-0.13411 ,0.02593 
-0.06772 ,0.02593 
-0.15112 ,0.02593 
-0.09675 ,0.02593 
0.02078 ,0.02593 
-0.07802 ,0.02594 
-0.14848 ,0.02594 
-0.15020 ,0.02594 
-0.15180 ,0.02594 
-0.13703 ,0.02594 
-0.12494 ,0.02594 
-0.06000 ,0.02594 
-0.16452 ,0.02595 
-0.01251 ,0.02595 
0.01130 ,0.02595 
-0.15517 ,0.02596 
-0.00944 ,0.02596 
-0.14665 ,0.02596 
-0.15638 ,0.02596 
-0.15104 ,0.02596 
-0.06951 ,0.02597 
-0.05535 ,0.02597 
-0.09134 ,0.02597 
-0.12918 ,0.02598 
-0.11941 ,0.02598 
0.01392 ,0.02598 
-0.16068 ,0.02598 
-0.10755 ,0.02598 
-0.12764 ,0.02598 
-0.09307 ,0.02599 
-0.14634 ,0.02599 
-0.04824 ,0.02599 
-0.13132 ,0.02600 
-0.09499 ,0.02600 
-0.11253 ,0.02600 
-0.12816 ,0.02600 
-0.07053 ,0.02600 
-0.11404 ,0.02600 
-0.13832 ,0.02601 
-0.11751 ,0.02601 
-0.06894 ,0.02601 
-0.11718 ,0.02601 
-0.11423 ,0.02602 
-0.00217 ,0.02602 
-0.15426 ,0.02602 
-0.12467 ,0.02602 
-0.00616 ,0.02602 
-0.14514 ,0.02602 
-0.03161 ,0.02602 
-0.04224 ,0.02602 
-0.10355 ,0.02603 
-0.17026 ,0.02603 
-0.10601 ,0.02603 
-0.02911 ,0.02603 
-0.09510 ,0.02604 
-0.15236 ,0.02604 
-0.13470 ,0.02604 
-0.12120 ,0.02604 
-0.10107 ,0.02604 
-0.04811 ,0.02604 
-0.12199 ,0.02604 
-0.09774 ,0.02605 
-0.13132 ,0.02605 
-0.00792 ,0.02605 
-0.15587 ,0.02605 
-0.11783 ,0.02605 
-0.08343 ,0.02606 
0.01944 ,0.02606 
-0.02091 ,0.02606 
-0.14965 ,0.02606 
-0.12649 ,0.02606 
-0.09660 ,0.02606 
-0.16595 ,0.02606 
-0.12752 ,0.02607 
-0.16198 ,0.02607 
-0.13643 ,0.02607 
-0.12137 ,0.02607 
-0.12896 ,0.02607 
-0.10039 ,0.02607 
-0.13325 ,0.02607 
-0.16454 ,0.02607 
-0.09575 ,0.02607 
-0.11807 ,0.02608 
-0.13394 ,0.02608 
-0.08457 ,0.02608 
-0.08107 ,0.02609 
-0.10830 ,0.02609 
-0.15073 ,0.02609 
-0.13395 ,0.02609 
-0.07828 ,0.02609 
-0.12651 ,0.02609 
0.04339 ,0.02610 
0.01405 ,0.02610 
-0.14629 ,0.02610 
-0.16588 ,0.02610 
-0.14192 ,0.02610 
-0.12687 ,0.02610 
-0.12397 ,0.02610 
-0.16992 ,0.02610 
-0.12499 ,0.02610 
-0.12162 ,0.02611 
0.03511 ,0.02611 
-0.13628 ,0.02611 
0.02305 ,0.02611 
-0.17071 ,0.02611 
-0.13522 ,0.02612 
-0.13075 ,0.02612 
-0.12596 ,0.02612 
-0.17157 ,0.02612 
-0.10912 ,0.02612 
-0.14740 ,0.02613 
-0.12887 ,0.02613 
-0.15999 ,0.02613 
0.00940 ,0.02613 
-0.13733 ,0.02613 
-0.16240 ,0.02614 
0.04451 ,0.02614 
-0.15439 ,0.02614 
-0.15420 ,0.02614 
-0.12421 ,0.02615 
0.01431 ,0.02615 
-0.08344 ,0.02615 
0.01734 ,0.02615 
-0.09004 ,0.02615 
0.06007 ,0.02615 
-0.00920 ,0.02615 
-0.12307 ,0.02615 
-0.00116 ,0.02615 
-0.15719 ,0.02615 
-0.16320 ,0.02615 
-0.14008 ,0.02615 
-0.11905 ,0.02615 
-0.08858 ,0.02616 
-0.16549 ,0.02616 
-0.10505 ,0.02616 
-0.13881 ,0.02616 
-0.13719 ,0.02617 
-0.14301 ,0.02617 
-0.06346 ,0.02617 
0.03507 ,0.02617 
-0.01202 ,0.02617 
-0.11848 ,0.02617 
-0.13053 ,0.02617 
-0.07915 ,0.02617 
-0.14092 ,0.02617 
-0.13341 ,0.02617 
-0.15569 ,0.02617 
-0.08940 ,0.02618 
-0.13264 ,0.02618 
-0.14253 ,0.02618 
-0.14374 ,0.02618 
-0.13917 ,0.02618 
-0.12691 ,0.02618 
-0.12114 ,0.02618 
-0.12419 ,0.02618 
-0.09266 ,0.02618 
-0.01627 ,0.02619 
-0.12255 ,0.02619 
-0.13217 ,0.02619 
-0.11155 ,0.02619 
-0.04845 ,0.02619 
-0.13104 ,0.02620 
-0.11386 ,0.02620 
-0.02296 ,0.02620 
-0.10385 ,0.02620 
-0.13925 ,0.02620 
0.00657 ,0.02620 
-0.09474 ,0.02621 
0.02476 ,0.02621 
-0.14848 ,0.02621 
-0.13500 ,0.02621 
-0.14759 ,0.02621 
-0.14391 ,0.02621 
-0.00680 ,0.02622 
-0.14353 ,0.02622 
-0.09577 ,0.02622 
-0.13307 ,0.02622 
-0.11595 ,0.02622 
-0.10087 ,0.02622 
-0.13314 ,0.02622 
-0.13687 ,0.02623 
-0.11330 ,0.02623 
0.02135 ,0.02624 
-0.10885 ,0.02624 
-0.12894 ,0.02624 
-0.14458 ,0.02624 
-0.16075 ,0.02624 
-0.15667 ,0.02624 
-0.14034 ,0.02624 
-0.13203 ,0.02624 
-0.11543 ,0.02624 
-0.13508 ,0.02624 
-0.12830 ,0.02624 
-0.11890 ,0.02624 
0.04433 ,0.02624 
-0.13048 ,0.02625 
-0.15389 ,0.02625 
-0.10797 ,0.02625 
-0.08819 ,0.02625 
-0.13245 ,0.02625 
-0.09676 ,0.02625 
0.01874 ,0.02625 
-0.10022 ,0.02626 
-0.12135 ,0.02626 
-0.12984 ,0.02626 
-0.11738 ,0.02626 
-0.17577 ,0.02626 
-0.10123 ,0.02627 
-0.11575 ,0.02627 
-0.02215 ,0.02627 
-0.13840 ,0.02627 
-0.01835 ,0.02627 
-0.15681 ,0.02628 
-0.13309 ,0.02628 
-0.05996 ,0.02628 
-0.05459 ,0.02628 
-0.15188 ,0.02628 
-0.15470 ,0.02628 
-0.14372 ,0.02628 
-0.09932 ,0.02628 
0.01317 ,0.02629 
-0.14073 ,0.02629 
-0.11782 ,0.02629 
-0.14090 ,0.02629 
-0.14633 ,0.02629 
-0.15179 ,0.02629 
-0.12955 ,0.02629 
-0.13839 ,0.02630 
-0.16264 ,0.02630 
-0.17898 ,0.02630 
-0.13153 ,0.02630 
0.06306 ,0.02630 
-0.11167 ,0.02630 
-0.01241 ,0.02631 
-0.16508 ,0.02631 
-0.12733 ,0.02631 
-0.10412 ,0.02632 
-0.07862 ,0.02632 
-0.11800 ,0.02632 
-0.11551 ,0.02632 
-0.12761 ,0.02632 
0.00805 ,0.02632 
-0.15724 ,0.02633 
-0.13809 ,0.02633 
-0.14917 ,0.02633 
-0.01457 ,0.02634 
-0.12642 ,0.02634 
-0.15959 ,0.02634 
-0.08998 ,0.02634 
-0.09954 ,0.02635 
-0.11240 ,0.02635 
-0.15582 ,0.02635 
-0.12293 ,0.02635 
-0.14759 ,0.02635 
-0.16382 ,0.02636 
-0.12847 ,0.02636 
-0.14960 ,0.02636 
-0.14432 ,0.02636 
0.00914 ,0.02636 
0.01239 ,0.02637 
-0.07857 ,0.02637 
-0.14744 ,0.02637 
-0.14173 ,0.02637 
-0.11269 ,0.02637 
-0.10039 ,0.02637 
-0.10796 ,0.02637 
-0.05207 ,0.02638 
-0.04896 ,0.02638 
-0.14987 ,0.02638 
-0.14618 ,0.02639 
-0.13560 ,0.02639 
-0.12378 ,0.02639 
-0.12995 ,0.02639 
-0.13762 ,0.02639 
0.02967 ,0.02639 
-0.16203 ,0.02640 
-0.07989 ,0.02640 
-0.11918 ,0.02640 
-0.13833 ,0.02640 
-0.11660 ,0.02640 
-0.10772 ,0.02640 
-0.09855 ,0.02641 
-0.15702 ,0.02641 
0.03256 ,0.02641 
0.03427 ,0.02641 
-0.16291 ,0.02641 
-0.07806 ,0.02642 
-0.02601 ,0.02642 
-0.14725 ,0.02643 
-0.11429 ,0.02644 
-0.15822 ,0.02644 
0.01899 ,0.02645 
-0.13469 ,0.02645 
-0.07934 ,0.02645 
-0.17155 ,0.02645 
-0.15774 ,0.02646 
-0.09800 ,0.02646 
-0.13123 ,0.02646 
-0.06941 ,0.02646 
-0.12791 ,0.02646 
-0.17390 ,0.02646 
-0.12309 ,0.02646 
-0.13334 ,0.02646 
-0.15979 ,0.02646 
-0.06916 ,0.02646 
-0.10310 ,0.02646 
-0.16283 ,0.02646 
-0.13512 ,0.02646 
-0.12310 ,0.02647 
-0.05893 ,0.02647 
-0.13401 ,0.02647 
-0.12310 ,0.02647 
-0.15284 ,0.02648 
-0.08009 ,0.02648 
-0.10809 ,0.02648 
-0.10337 ,0.02649 
-0.13310 ,0.02649 
-0.10459 ,0.02649 
-0.10418 ,0.02649 
-0.17624 ,0.02649 
-0.12782 ,0.02650 
-0.00471 ,0.02650 
-0.12414 ,0.02650 
-0.06082 ,0.02650 
-0.03169 ,0.02651 
-0.11162 ,0.02651 
-0.15785 ,0.02651 
-0.14500 ,0.02651 
-0.15034 ,0.02651 
-0.12428 ,0.02651 
-0.16335 ,0.02652 
-0.13418 ,0.02652 
-0.10569 ,0.02652 
-0.10883 ,0.02652 
-0.12956 ,0.02652 
-0.15865 ,0.02652 
-0.08083 ,0.02652 
-0.15382 ,0.02652 
0.00324 ,0.02653 
-0.11855 ,0.02653 
-0.09212 ,0.02653 
-0.14766 ,0.02653 
-0.12129 ,0.02653 
-0.13628 ,0.02653 
-0.15334 ,0.02653 
-0.05332 ,0.02654 
-0.15936 ,0.02654 
-0.00931 ,0.02654 
-0.03214 ,0.02654 
-0.17387 ,0.02654 
-0.15788 ,0.02654 
-0.14635 ,0.02655 
-0.14734 ,0.02655 
-0.04767 ,0.02655 
-0.11839 ,0.02656 
0.01419 ,0.02656 
-0.15309 ,0.02656 
-0.04885 ,0.02656 
-0.10564 ,0.02656 
-0.11459 ,0.02656 
-0.16974 ,0.02657 
-0.09181 ,0.02657 
-0.15537 ,0.02658 
-0.16857 ,0.02658 
-0.13775 ,0.02658 
-0.02059 ,0.02658 
-0.12032 ,0.02658 
-0.16711 ,0.02658 
-0.03410 ,0.02659 
-0.11944 ,0.02659 
-0.08035 ,0.02659 
-0.12543 ,0.02659 
-0.00634 ,0.02660 
-0.15919 ,0.02660 
-0.13783 ,0.02660 
-0.11187 ,0.02660 
-0.13927 ,0.02661 
-0.10597 ,0.02661 
-0.13340 ,0.02661 
-0.15502 ,0.02661 
0.01778 ,0.02661 
-0.14474 ,0.02661 
-0.11866 ,0.02661 
-0.13245 ,0.02661 
-0.00059 ,0.02662 
-0.10986 ,0.02662 
-0.14308 ,0.02662 
-0.01844 ,0.02663 
-0.10281 ,0.02663 
-0.05969 ,0.02663 
-0.06379 ,0.02663 
-0.05998 ,0.02663 
-0.16007 ,0.02663 
-0.16670 ,0.02664 
-0.13443 ,0.02664 
-0.12917 ,0.02664 
-0.13022 ,0.02664 
-0.08910 ,0.02664 
-0.12780 ,0.02664 
-0.12935 ,0.02664 
-0.12153 ,0.02664 
-0.13105 ,0.02664 
0.00240 ,0.02664 
-0.17333 ,0.02664 
-0.12758 ,0.02664 
-0.13740 ,0.02665 
0.01093 ,0.02665 
-0.12402 ,0.02665 
-0.14123 ,0.02665 
-0.13786 ,0.02665 
-0.13639 ,0.02666 
0.02517 ,0.02666 
-0.12418 ,0.02666 
-0.11468 ,0.02666 
-0.09818 ,0.02666 
-0.17115 ,0.02666 
0.01737 ,0.02666 
-0.09846 ,0.02666 
-0.13871 ,0.02666 
-0.01907 ,0.02667 
-0.11721 ,0.02667 
-0.12681 ,0.02667 
0.00430 ,0.02667 
-0.11588 ,0.02667 
-0.14251 ,0.02667 
-0.13106 ,0.02668 
-0.08949 ,0.02668 
-0.15495 ,0.02668 
-0.11757 ,0.02668 
-0.16865 ,0.02669 
-0.16162 ,0.02669 
-0.10378 ,0.02669 
-0.08989 ,0.02669 
-0.01184 ,0.02669 
-0.17282 ,0.02669 
-0.15088 ,0.02669 
-0.08614 ,0.02670 
-0.12166 ,0.02670 
-0.14622 ,0.02670 
-0.14265 ,0.02671 
-0.16272 ,0.02671 
-0.12195 ,0.02671 
-0.13802 ,0.02671 
-0.09971 ,0.02671 
-0.15257 ,0.02671 
-0.02064 ,0.02671 
-0.07850 ,0.02671 
-0.13177 ,0.02672 
-0.12670 ,0.02672 
-0.10716 ,0.02672 
-0.12928 ,0.02672 
-0.12643 ,0.02672 
-0.11300 ,0.02672 
-0.13901 ,0.02673 
-0.08418 ,0.02673 
-0.12723 ,0.02673 
-0.12705 ,0.02673 
-0.15745 ,0.02673 
-0.10637 ,0.02673 
-0.04192 ,0.02673 
-0.15090 ,0.02673 
-0.11549 ,0.02673 
-0.09038 ,0.02673 
-0.13922 ,0.02673 
0.01085 ,0.02673 
-0.17104 ,0.02674 
-0.11552 ,0.02674 
-0.07576 ,0.02674 
0.02490 ,0.02674 
-0.14603 ,0.02674 
-0.15685 ,0.02675 
-0.12215 ,0.02675 
-0.00498 ,0.02675 
-0.15018 ,0.02675 
-0.12332 ,0.02675 
-0.01168 ,0.02675 
-0.15950 ,0.02676 
-0.14432 ,0.02676 
-0.12437 ,0.02676 
-0.13635 ,0.02676 
-0.12414 ,0.02676 
-0.12928 ,0.02676 
-0.08667 ,0.02677 
-0.10279 ,0.02677 
-0.04712 ,0.02677 
-0.12570 ,0.02677 
-0.02540 ,0.02677 
-0.09435 ,0.02677 
0.04730 ,0.02677 
-0.16419 ,0.02678 
-0.05644 ,0.02678 
-0.11759 ,0.02678 
-0.17120 ,0.02678 
-0.06669 ,0.02678 
-0.13917 ,0.02678 
-0.01701 ,0.02679 
-0.09970 ,0.02679 
-0.12076 ,0.02679 
-0.15947 ,0.02679 
-0.13441 ,0.02679 
-0.10205 ,0.02679 
-0.17357 ,0.02680 
-0.10794 ,0.02680 
-0.11886 ,0.02681 
-0.12021 ,0.02681 
-0.01913 ,0.02681 
-0.06652 ,0.02681 
-0.11249 ,0.02682 
-0.14314 ,0.02682 
-0.06869 ,0.02682 
-0.16819 ,0.02682 
-0.07637 ,0.02683 
-0.13424 ,0.02683 
-0.11506 ,0.02683 
-0.13142 ,0.02683 
-0.15360 ,0.02683 
-0.11664 ,0.02683 
-0.14771 ,0.02683 
-0.12084 ,0.02683 
-0.10363 ,0.02683 
0.04242 ,0.02684 
-0.12247 ,0.02684 
-0.12573 ,0.02684 
-0.12433 ,0.02684 
-0.13200 ,0.02685 
-0.12676 ,0.02685 
-0.14681 ,0.02685 
-0.14956 ,0.02685 
-0.16667 ,0.02685 
0.02926 ,0.02685 
-0.13208 ,0.02686 
-0.12070 ,0.02686 
-0.13575 ,0.02686 
-0.13739 ,0.02686 
-0.14580 ,0.02687 
-0.15285 ,0.02687 
-0.11190 ,0.02687 
-0.14174 ,0.02687 
-0.14107 ,0.02687 
-0.12372 ,0.02688 
0.02527 ,0.02688 
-0.09278 ,0.02688 
-0.14230 ,0.02688 
-0.07940 ,0.02688 
-0.04870 ,0.02688 
-0.04770 ,0.02688 
-0.14769 ,0.02689 
-0.12142 ,0.02689 
-0.12256 ,0.02689 
-0.16492 ,0.02689 
-0.10778 ,0.02689 
-0.15854 ,0.02689 
-0.16421 ,0.02689 
-0.12398 ,0.02689 
-0.07727 ,0.02689 
-0.00173 ,0.02690 
-0.09367 ,0.02690 
-0.12447 ,0.02690 
-0.04822 ,0.02690 
-0.01450 ,0.02690 
-0.11096 ,0.02690 
-0.12025 ,0.02691 
-0.04798 ,0.02691 
-0.12517 ,0.02691 
-0.13391 ,0.02691 
-0.12039 ,0.02691 
-0.16809 ,0.02691 
-0.14095 ,0.02691 
-0.13557 ,0.02692 
-0.08570 ,0.02692 
-0.12061 ,0.02692 
-0.14642 ,0.02692 
-0.10721 ,0.02692 
-0.12526 ,0.02692 
-0.14742 ,0.02692 
-0.10769 ,0.02692 
-0.08147 ,0.02692 
0.04314 ,0.02692 
-0.13486 ,0.02692 
-0.01333 ,0.02692 
0.01529 ,0.02693 
-0.12602 ,0.02693 
-0.17619 ,0.02693 
-0.14189 ,0.02693 
-0.16722 ,0.02693 
-0.09978 ,0.02693 
-0.09836 ,0.02693 
0.02173 ,0.02693 
-0.14023 ,0.02694 
-0.14930 ,0.02694 
-0.07175 ,0.02694 
-0.11678 ,0.02694 
-0.12880 ,0.02694 
-0.12700 ,0.02694 
-0.12581 ,0.02694 
-0.13862 ,0.02694 
-0.14099 ,0.02695 
-0.13443 ,0.02695 
-0.05141 ,0.02695 
-0.12059 ,0.02695 
-0.14410 ,0.02695 
-0.04186 ,0.02695 
-0.17575 ,0.02696 
-0.08260 ,0.02696 
-0.07336 ,0.02696 
-0.08318 ,0.02696 
-0.05059 ,0.02696 
-0.14366 ,0.02696 
-0.13774 ,0.02697 
-0.09984 ,0.02697 
-0.00217 ,0.02697 
-0.11408 ,0.02697 
-0.13178 ,0.02697 
-0.13042 ,0.02697 
-0.06977 ,0.02697 
-0.13311 ,0.02697 
-0.13300 ,0.02698 
-0.13540 ,0.02698 
-0.16588 ,0.02698 
-0.12694 ,0.02698 
-0.10840 ,0.02698 
-0.13655 ,0.02698 
-0.14102 ,0.02699 
-0.11892 ,0.02699 
0.01942 ,0.02699 
-0.13275 ,0.02699 
-0.13264 ,0.02699 
-0.12371 ,0.02699 
-0.12359 ,0.02700 
-0.09529 ,0.02700 
-0.09858 ,0.02700 
-0.12319 ,0.02700 
-0.08737 ,0.02700 
-0.13038 ,0.02700 
-0.14190 ,0.02700 
-0.15620 ,0.02700 
-0.14122 ,0.02701 
-0.09084 ,0.02701 
-0.13820 ,0.02701 
-0.14336 ,0.02701 
-0.16561 ,0.02701 
-0.12590 ,0.02701 
-0.14638 ,0.02701 
-0.10112 ,0.02702 
-0.10245 ,0.02702 
-0.15543 ,0.02702 
-0.07373 ,0.02702 
0.01778 ,0.02702 
-0.02841 ,0.02702 
-0.09353 ,0.02703 
-0.12324 ,0.02703 
-0.07907 ,0.02703 
-0.00759 ,0.02703 
0.00202 ,0.02703 
-0.09888 ,0.02703 
-0.11338 ,0.02703 
-0.13474 ,0.02704 
-0.10125 ,0.02704 
-0.06302 ,0.02704 
-0.15170 ,0.02704 
-0.14729 ,0.02705 
-0.12943 ,0.02705 
-0.16248 ,0.02705 
-0.13150 ,0.02705 
-0.11653 ,0.02705 
-0.10372 ,0.02705 
-0.07823 ,0.02705 
-0.12858 ,0.02706 
0.02450 ,0.02706 
-0.11784 ,0.02706 
-0.06516 ,0.02706 
-0.12568 ,0.02706 
-0.13245 ,0.02706 
-0.04545 ,0.02706 
-0.09758 ,0.02707 
-0.06589 ,0.02707 
-0.12879 ,0.02707 
-0.14154 ,0.02707 
-0.01836 ,0.02707 
-0.09066 ,0.02707 
-0.06168 ,0.02707 
-0.12711 ,0.02707 
-0.16629 ,0.02707 
-0.12608 ,0.02708 
0.00256 ,0.02708 
-0.10643 ,0.02708 
-0.07993 ,0.02708 
-0.11873 ,0.02708 
-0.10145 ,0.02708 
-0.12879 ,0.02709 
-0.03057 ,0.02709 
-0.00270 ,0.02709 
-0.03477 ,0.02709 
-0.08192 ,0.02709 
-0.00564 ,0.02709 
0.02386 ,0.02709 
-0.11491 ,0.02710 
-0.10991 ,0.02710 
-0.15069 ,0.02710 
-0.10776 ,0.02710 
-0.05439 ,0.02710 
-0.01879 ,0.02711 
-0.08538 ,0.02711 
-0.07011 ,0.02711 
-0.12999 ,0.02711 
-0.11376 ,0.02712 
-0.12490 ,0.02712 
-0.13746 ,0.02712 
-0.12023 ,0.02712 
-0.14879 ,0.02712 
-0.12677 ,0.02712 
-0.15114 ,0.02712 
-0.06652 ,0.02712 
-0.12793 ,0.02712 
-0.01374 ,0.02712 
-0.10659 ,0.02712 
-0.13259 ,0.02712 
-0.04579 ,0.02712 
-0.16487 ,0.02712 
-0.10767 ,0.02712 
-0.05837 ,0.02712 
-0.12511 ,0.02712 
-0.12440 ,0.02713 
0.03560 ,0.02713 
-0.05504 ,0.02713 
-0.05266 ,0.02713 
-0.12825 ,0.02714 
-0.00262 ,0.02714 
-0.11715 ,0.02714 
-0.14755 ,0.02714 
-0.12990 ,0.02714 
0.00770 ,0.02714 
0.01375 ,0.02715 
-0.16746 ,0.02715 
-0.11906 ,0.02715 
-0.12361 ,0.02715 
-0.05603 ,0.02715 
-0.10454 ,0.02715 
-0.12756 ,0.02715 
-0.10546 ,0.02716 
